From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-01-02 10:00:00,73.25,109.25,4.0,12.12,3.68,2.8,4.58,0.28,99.02,16.38,44.75,5.15,180.11274390508322,,729.0,23.6,
2021-01-02 11:00:00,61.67,96.0,5.47,12.05,4.9,2.33,5.43,0.32,96.66,16.55,41.0,5.88,180.11274390508322,,728.25,25.87,
2021-01-02 12:00:00,50.0,76.5,5.32,11.8,4.65,2.0,6.33,0.3,92.79,22.18,39.0,5.32,180.11274390508322,,727.25,27.1,
2021-01-02 13:00:00,34.75,63.0,3.68,12.75,3.78,3.0,6.85,0.32,92.37,27.25,37.0,5.15,180.11274390508322,,726.5,28.23,
2021-01-02 14:00:00,35.0,62.0,6.15,10.97,4.9,2.35,4.82,0.32,95.95,27.85,35.5,4.8,180.11274390508322,,725.75,29.07,
2021-01-02 15:00:00,37.75,59.75,5.03,14.4,5.75,1.77,4.5,0.33,95.68,28.07,35.0,4.1,180.11274390508322,,725.0,29.68,
2021-01-02 16:00:00,38.25,65.5,5.4,12.65,5.15,2.15,5.75,0.34,100.24,22.6,35.5,2.75,180.11274390508322,,725.0,29.75,
2021-01-03 08:00:00,93.0,153.25,7.05,32.2,16.82,4.78,3.62,0.39,76.28,27.45,62.5,2.05,180.11274390508322,,727.0,19.15,
2021-01-03 09:00:00,85.5,138.25,6.73,16.85,8.4,2.12,3.8,0.3,99.75,23.3,55.25,4.97,180.11274390508322,,727.0,22.2,
2021-01-03 10:00:00,79.5,126.75,5.4,14.82,6.3,2.52,5.38,0.29,102.82,17.27,49.0,6.3,180.11274390508322,,727.0,23.88,
2021-01-03 11:00:00,80.5,125.0,4.65,14.05,5.22,2.88,5.28,0.32,103.38,16.9,46.25,5.85,180.11274390508322,,726.5,25.6,
2021-01-03 12:00:00,74.5,117.0,5.45,13.9,5.85,1.72,5.37,0.33,101.5,17.05,43.5,5.15,180.11274390508322,,725.75,26.52,
2021-01-03 13:00:00,65.25,101.75,4.72,14.77,5.7,2.8,5.72,0.33,103.35,19.43,40.0,5.03,180.11274390508322,,725.0,27.77,
2021-01-03 14:00:00,57.75,97.0,5.4,14.42,6.05,2.17,8.6,0.32,101.57,27.07,38.0,4.07,180.11274390508322,,724.0,28.73,
2021-01-03 15:00:00,50.0,82.75,5.78,15.12,6.7,2.82,6.07,0.32,100.07,27.92,37.0,3.77,180.11274390508322,,724.0,29.23,
2021-01-03 16:00:00,46.75,77.25,3.48,16.15,5.42,2.48,5.55,0.3,103.88,28.0,37.25,2.6,180.11274390508322,,724.0,29.5,
2021-01-04 08:00:00,45.75,78.0,4.62,14.95,5.7,2.7,4.8,0.27,79.66,27.45,58.25,4.8,180.11274390508322,,727.0,20.2,
2021-01-04 09:00:00,41.67,71.25,4.03,14.85,5.2,2.23,4.17,0.32,80.81,27.35,52.75,6.92,180.11274390508322,,727.0,22.3,
2021-01-04 10:00:00,37.0,66.75,6.3,11.15,5.03,2.35,5.5,0.32,81.2,19.12,48.25,7.08,180.11274390508322,,727.0,24.13,
2021-01-04 11:00:00,29.67,59.5,3.83,11.15,3.05,2.35,4.88,0.32,80.44,17.08,45.75,5.83,180.11274390508322,,726.5,25.87,
2021-01-04 12:00:00,30.75,56.75,6.15,9.8,4.2,2.75,4.77,0.31,79.21,16.7,43.5,6.38,180.11274390508322,,725.5,27.1,
2021-01-04 13:00:00,28.75,50.25,4.12,9.85,2.65,2.25,5.2,0.33,78.19,17.62,42.25,5.5,180.11274390508322,,724.75,28.23,
2021-01-04 14:00:00,23.25,41.0,3.25,14.6,4.42,2.25,6.62,0.33,76.22,24.18,39.5,4.78,180.11274390508322,,724.0,29.15,
2021-01-04 15:00:00,16.25,37.0,5.68,13.38,5.7,1.93,7.47,0.32,77.92,27.93,36.75,4.53,180.11274390508322,,724.0,29.97,
2021-01-04 16:00:00,11.75,34.25,6.92,10.57,5.27,2.78,3.75,0.3,79.81,28.28,34.5,4.62,180.11274390508322,,724.0,30.07,
2021-01-05 08:00:00,31.0,88.0,4.55,27.85,12.48,4.15,7.55,0.32,47.46,25.95,60.75,2.65,180.11274390508322,,727.25,22.4,
2021-01-05 09:00:00,26.0,57.5,4.45,18.2,7.23,2.12,6.87,0.29,64.09,27.33,55.5,5.47,180.11274390508322,,728.0,23.07,
2021-01-05 10:00:00,16.0,37.75,4.45,14.33,5.28,1.75,4.5,0.23,67.46,27.53,50.5,5.48,180.11274390508322,,727.75,24.85,
2021-01-05 11:00:00,15.75,39.75,5.15,16.93,7.18,2.62,3.85,0.32,67.89,27.0,47.75,4.55,180.11274390508322,,727.0,26.52,
2021-01-05 12:00:00,16.75,47.5,4.82,14.95,5.85,2.45,4.47,0.34,69.7,18.75,45.75,4.25,180.11274390508322,,726.0,27.75,
2021-01-05 13:00:00,21.75,45.25,3.75,15.42,5.33,2.08,4.65,0.33,66.22,17.45,42.5,4.12,180.11274390508322,,725.0,28.8,
2021-01-05 14:00:00,22.0,42.25,4.2,16.43,6.17,1.42,4.53,0.34,66.27,17.3,42.25,4.22,180.11274390508322,,724.5,29.8,
2021-01-05 15:00:00,23.0,42.0,4.67,17.38,7.0,2.48,4.5,0.33,65.83,17.27,41.75,4.53,180.11274390508322,,724.0,30.1,
2021-01-05 16:00:00,16.0,45.0,4.17,13.6,4.62,2.4,7.1,0.32,66.59,25.53,43.25,4.3,180.11274390508322,,724.75,29.85,
2021-01-06 08:00:00,50.25,80.75,4.55,32.88,15.25,4.43,5.38,0.41,15.33,17.72,64.5,0.3,180.11274390508322,,726.75,21.48,
2021-01-06 09:00:00,42.0,79.25,5.03,26.75,12.33,4.0,7.63,0.33,34.19,26.07,61.75,1.05,180.11274390508322,,727.0,23.03,
2021-01-06 10:00:00,29.67,61.25,4.2,25.48,10.95,3.7,5.45,0.33,39.16,27.33,57.75,1.25,180.11274390508322,,727.0,24.33,
2021-01-06 11:00:00,28.0,68.75,5.9,18.35,8.57,3.9,4.42,0.31,51.0,27.53,52.75,1.72,180.11274390508322,,726.5,25.7,
2021-01-06 12:00:00,23.0,63.25,5.33,13.08,5.27,3.55,4.03,0.24,56.52,27.15,52.25,2.9,180.11274390508322,,725.5,27.32,
2021-01-06 13:00:00,15.5,36.25,6.2,13.27,6.12,1.35,5.3,0.29,54.67,19.3,50.25,4.45,180.11274390508322,,724.5,27.97,
2021-01-06 14:00:00,10.5,24.25,5.0,10.85,3.8,2.55,4.75,0.24,31.8,17.42,50.0,4.93,180.11274390508322,,724.0,28.83,
2021-01-06 15:00:00,11.75,23.25,4.15,13.75,4.65,2.1,4.53,0.33,36.98,16.93,53.0,4.58,180.11274390508322,,723.0,28.67,
2021-01-06 16:00:00,20.0,28.25,5.53,14.85,6.38,2.1,4.75,0.41,30.97,16.7,61.75,4.28,180.11274390508322,,723.25,27.55,
2021-01-07 08:00:00,35.5,48.0,4.93,14.93,5.92,2.85,5.05,0.35,18.57,16.38,73.0,1.55,180.11274390508322,,726.75,22.63,
2021-01-07 09:00:00,35.5,40.0,5.78,13.18,5.72,3.62,5.77,0.31,13.38,20.9,68.75,1.93,180.11274390508322,,727.0,22.92,
2021-01-07 10:00:00,19.67,31.75,4.65,14.6,5.52,2.85,6.93,0.34,55.87,27.9,60.75,2.82,180.11274390508322,,727.0,24.27,
2021-01-07 11:00:00,14.5,25.75,5.92,12.45,5.42,2.98,5.55,0.32,39.38,28.5,59.5,3.88,180.11274390508322,,726.0,25.85,
2021-01-07 12:00:00,16.0,28.0,6.78,14.2,7.05,2.3,7.2,0.33,43.32,28.9,59.25,4.08,180.11274390508322,,724.75,26.2,
2021-01-07 13:00:00,18.5,28.0,3.47,14.2,4.38,2.78,2.67,0.32,50.03,28.32,55.0,4.32,180.11274390508322,,723.75,26.62,
2021-01-07 14:00:00,14.25,29.75,5.53,12.6,5.15,2.5,2.62,0.32,54.2,21.38,51.75,4.17,180.11274390508322,,723.0,27.7,
2021-01-07 15:00:00,15.5,33.5,5.8,9.68,3.87,2.12,2.27,0.33,40.88,17.18,53.25,3.48,180.11274390508322,,722.0,28.72,
2021-01-07 16:00:00,17.5,29.0,5.3,9.58,3.42,1.92,4.58,0.31,32.66,16.95,50.5,2.72,180.11274390508322,,722.0,28.35,
2021-01-08 08:00:00,68.0,101.5,6.22,38.82,19.72,6.33,6.3,0.38,46.07,19.08,61.25,0.42,180.11274390508322,,725.5,23.3,
2021-01-08 09:00:00,71.25,109.25,5.8,19.12,8.88,3.47,5.47,0.31,59.53,17.32,56.0,3.17,180.11274390508322,,726.0,24.32,
2021-01-08 10:00:00,63.0,97.75,3.43,17.53,6.13,3.15,5.65,0.25,57.1,16.77,52.25,3.65,180.11274390508322,,725.5,25.68,
2021-01-08 11:00:00,54.0,87.75,5.12,15.38,6.4,1.6,5.52,0.31,65.47,17.55,47.75,5.03,180.11274390508322,,725.0,27.2,
2021-01-08 12:00:00,49.25,81.5,4.03,13.3,4.33,2.58,7.07,0.31,72.21,24.35,45.75,5.3,180.11274390508322,,724.0,28.62,
2021-01-08 13:00:00,32.75,61.0,6.9,14.2,7.15,2.4,6.88,0.31,68.77,28.3,43.25,5.0,180.11274390508322,,723.25,29.53,
2021-01-08 14:00:00,25.25,48.5,3.97,12.0,3.6,2.93,3.9,0.27,67.45,28.52,42.0,4.6,180.11274390508322,,723.0,30.27,
2021-01-08 15:00:00,23.25,45.75,5.8,12.55,5.3,2.52,3.47,0.31,69.08,28.55,41.75,3.88,180.11274390508322,,722.0,30.5,
2021-01-08 16:00:00,23.25,42.25,5.77,14.47,6.38,3.0,6.47,0.32,69.78,26.23,41.5,2.83,180.11274390508322,,722.0,30.35,
2021-01-09 08:00:00,15.0,37.0,5.7,14.7,6.45,2.83,3.7,0.36,35.84,27.32,62.75,4.35,180.11274390508322,,726.0,23.05,
2021-01-09 09:00:00,17.0,35.67,5.78,10.9,4.5,2.55,3.83,0.33,36.54,18.8,58.75,5.12,180.11274390508322,,726.0,24.92,
2021-01-09 10:00:00,14.25,31.75,5.98,10.87,4.57,3.23,4.9,0.29,21.52,16.93,57.75,4.5,180.11274390508322,,726.0,25.65,
2021-01-09 11:00:00,15.5,29.0,4.93,11.6,4.15,1.62,5.32,0.33,27.36,16.65,55.25,3.85,180.11274390508322,,725.75,25.98,
2021-01-09 12:00:00,14.75,29.75,4.78,10.1,3.25,2.02,5.07,0.33,30.69,16.62,51.75,3.25,180.11274390508322,,724.75,26.75,
2021-01-09 13:00:00,7.25,20.5,4.38,10.8,3.3,1.55,7.1,0.34,25.69,23.7,46.5,3.35,180.11274390508322,,724.0,28.0,
2021-01-09 14:00:00,5.25,13.25,5.75,10.28,4.1,2.05,7.93,0.34,45.23,27.88,43.75,2.73,180.11274390508322,,723.0,29.77,
2021-01-09 15:00:00,6.0,15.5,4.8,15.65,5.12,1.82,6.27,0.33,48.96,28.42,41.75,3.35,180.11274390508322,,723.0,30.78,
2021-01-09 16:00:00,7.0,23.0,5.45,16.52,7.25,3.57,5.62,0.36,51.55,28.55,42.0,3.35,180.11274390508322,,723.0,31.1,
2021-01-10 08:00:00,16.25,38.75,5.03,16.35,6.8,3.33,4.4,0.35,39.89,27.48,61.25,1.4,180.11274390508322,,726.75,21.18,
2021-01-10 09:00:00,20.25,42.0,4.95,13.43,5.15,3.75,4.87,0.33,57.17,27.18,47.75,3.78,180.11274390508322,,727.0,24.53,
2021-01-10 10:00:00,20.0,42.25,6.42,12.35,5.8,2.65,4.4,0.3,62.58,18.82,44.0,5.0,180.11274390508322,,727.0,27.1,
2021-01-10 11:00:00,17.25,34.0,6.43,10.4,4.75,2.38,3.35,0.33,60.61,17.55,42.5,4.72,180.11274390508322,,726.25,28.62,
2021-01-10 12:00:00,17.75,32.5,4.5,10.1,3.05,2.05,3.17,0.31,59.03,17.48,40.0,4.42,180.11274390508322,,725.5,29.9,
2021-01-10 13:00:00,17.0,30.25,4.85,12.08,4.4,2.88,5.38,0.33,59.85,17.8,38.75,4.38,180.11274390508322,,724.25,30.98,
2021-01-10 14:00:00,14.25,33.0,5.93,11.2,4.75,2.3,7.78,0.32,60.89,25.5,37.75,2.95,180.11274390508322,,723.75,31.73,
2021-01-10 15:00:00,6.0,19.25,5.25,11.07,4.15,2.5,6.6,0.32,60.62,28.53,37.25,3.22,180.11274390508322,,723.0,32.35,
2021-01-10 16:00:00,6.5,14.75,6.55,10.15,4.75,2.28,6.38,0.32,59.73,29.4,37.25,2.78,180.11274390508322,,723.0,32.15,
2021-01-11 08:00:00,29.25,66.25,4.4,24.02,10.38,3.62,6.35,0.32,53.27,27.55,56.25,1.15,180.11274390508322,,727.0,19.82,
2021-01-11 09:00:00,44.75,87.25,5.93,21.45,10.2,3.7,5.97,0.36,81.9,27.48,48.5,2.58,180.11274390508322,,727.25,23.63,
2021-01-11 10:00:00,49.75,94.5,6.17,15.03,6.95,3.33,5.28,0.26,90.3,27.68,44.25,3.35,180.11274390508322,,727.25,27.15,
2021-01-11 11:00:00,39.0,66.75,5.73,13.1,5.65,2.92,5.45,0.34,90.87,21.17,41.5,2.73,180.11274390508322,,726.75,28.88,
2021-01-11 12:00:00,36.0,60.5,6.7,12.15,5.92,1.98,5.17,0.32,88.19,17.8,38.5,2.15,180.11274390508322,,725.75,30.45,
2021-01-11 13:00:00,35.25,63.75,5.0,17.55,7.53,2.85,5.4,0.34,85.32,17.3,38.25,1.77,180.11274390508322,,725.0,31.75,
2021-01-11 14:00:00,33.25,67.5,3.9,23.38,9.6,2.92,5.5,0.37,80.36,17.1,37.5,1.62,180.11274390508322,,724.0,31.63,
2021-01-11 15:00:00,29.0,54.75,5.12,12.7,4.92,3.03,6.23,0.28,73.91,22.42,35.0,2.4,180.11274390508322,,724.0,32.12,
2021-01-11 16:00:00,14.75,35.0,6.0,12.75,5.67,2.62,5.12,0.32,78.61,27.68,36.5,3.12,180.11274390508322,,724.0,33.0,
2021-01-12 08:00:00,27.5,62.5,4.58,38.4,18.17,5.23,7.65,0.44,22.48,24.97,62.25,0.3,180.11274390508322,,727.75,20.47,
2021-01-12 09:00:00,41.75,95.25,5.45,34.45,16.75,5.32,6.97,0.37,49.26,27.38,53.0,0.48,180.11274390508322,,728.0,21.6,
2021-01-12 10:00:00,50.25,118.25,6.7,26.08,13.25,3.08,4.8,0.34,77.41,27.6,43.5,1.45,180.11274390508322,,728.0,25.53,
2021-01-12 11:00:00,41.75,94.75,4.2,27.68,12.1,4.35,4.32,0.33,86.5,27.8,43.0,2.48,180.11274390508322,,727.5,29.2,
2021-01-12 12:00:00,39.25,87.25,4.45,18.82,7.62,3.15,4.93,0.32,87.83,19.8,40.0,4.45,180.11274390508322,,726.5,29.4,
2021-01-12 13:00:00,32.5,65.25,5.2,11.65,4.42,2.52,5.07,0.3,94.26,17.38,36.5,4.0,180.11274390508322,,725.5,30.48,
2021-01-12 14:00:00,28.0,58.25,5.75,10.33,4.25,2.25,5.12,0.27,94.4,16.85,35.0,3.8,180.11274390508322,,725.0,32.17,
2021-01-12 15:00:00,28.25,53.5,4.65,12.65,4.5,2.63,4.97,0.32,92.69,17.08,35.0,3.12,180.11274390508322,,724.0,33.05,
2021-01-12 16:00:00,27.25,55.0,4.77,14.68,5.67,1.93,6.5,0.32,96.17,24.0,35.25,3.05,180.11274390508322,,724.0,33.03,
2021-01-13 08:00:00,66.25,99.0,4.7,23.33,10.22,3.4,6.12,0.47,44.47,20.68,61.5,0.93,180.11274390508322,,727.0,19.3,
2021-01-13 09:00:00,61.75,99.25,3.78,20.72,8.05,3.65,7.4,0.33,72.64,26.98,50.25,1.2,180.11274390508322,,727.75,22.75,
2021-01-13 10:00:00,55.25,101.5,6.15,19.55,9.38,3.65,4.68,0.34,87.93,27.78,46.0,2.62,180.11274390508322,,727.5,26.25,
2021-01-13 11:00:00,53.5,102.0,4.17,20.45,8.25,3.15,5.8,0.27,91.1,28.93,42.5,2.6,180.11274390508322,,726.75,27.78,
2021-01-13 12:00:00,46.0,87.25,4.27,15.95,5.98,2.93,4.03,0.21,96.04,27.57,37.75,4.35,180.11274390508322,,726.0,29.67,
2021-01-13 13:00:00,43.5,75.0,6.03,12.83,5.7,2.38,5.5,0.29,92.6,19.57,34.75,3.92,180.11274390508322,,725.0,31.45,
2021-01-13 14:00:00,35.5,63.0,4.1,11.35,3.38,3.35,4.97,0.24,91.04,17.7,34.0,3.3,180.11274390508322,,724.0,32.45,
2021-01-13 15:00:00,36.5,67.25,6.68,13.3,6.48,1.42,4.9,0.33,100.0,18.88,36.0,3.88,180.11274390508322,,724.0,32.07,
2021-01-13 16:00:00,43.25,79.0,3.78,13.68,4.25,2.6,5.25,0.39,97.83,18.12,35.25,3.1,180.11274390508322,,724.0,31.4,
2021-01-14 08:00:00,60.75,103.0,6.78,22.35,11.4,3.23,5.05,0.34,37.86,16.82,62.75,0.9,180.11274390508322,,727.0,19.9,
2021-01-14 09:00:00,50.25,83.0,5.33,14.05,5.75,3.13,5.13,0.28,47.56,19.8,55.0,1.35,180.11274390508322,,728.0,23.35,
2021-01-14 10:00:00,49.75,80.0,7.8,14.15,7.85,2.48,5.72,0.38,71.17,26.85,49.25,2.15,180.11274390508322,,728.0,26.18,
2021-01-14 11:00:00,51.75,84.25,6.0,13.12,5.85,2.9,4.45,0.31,78.65,27.7,43.0,2.73,180.11274390508322,,726.75,28.37,
2021-01-14 12:00:00,40.75,67.5,3.92,12.05,3.67,2.4,4.13,0.23,84.6,28.3,37.5,2.7,180.11274390508322,,725.75,30.3,
2021-01-14 13:00:00,36.0,58.75,5.45,11.75,4.67,1.98,5.45,0.31,88.22,25.68,34.75,3.23,180.11274390508322,,724.5,32.0,
2021-01-14 14:00:00,35.0,55.0,5.9,9.5,3.82,1.62,6.22,0.31,90.64,18.78,34.0,3.0,180.11274390508322,,723.75,32.7,
2021-01-14 15:00:00,39.75,57.5,5.3,9.17,3.18,2.7,5.6,0.35,92.99,17.53,34.75,3.22,180.11274390508322,,723.0,32.92,
2021-01-14 16:00:00,37.25,66.0,5.25,12.33,4.88,2.3,5.35,0.37,92.28,17.17,35.0,3.55,180.11274390508322,,723.0,32.5,
2021-01-15 08:00:00,57.5,92.5,4.2,24.9,10.7,3.97,5.6,0.34,41.38,18.1,61.5,0.88,180.11274390508322,,726.75,19.67,
2021-01-15 09:00:00,51.5,85.75,4.62,20.02,8.45,2.65,5.03,0.31,47.79,16.6,55.25,3.7,180.11274390508322,,727.0,23.1,
2021-01-15 10:00:00,54.75,86.0,4.6,16.65,6.6,2.9,6.25,0.25,59.09,22.1,50.75,3.92,180.11274390508322,,727.0,25.03,
2021-01-15 11:00:00,50.0,79.0,4.78,16.05,6.38,2.67,8.0,0.3,74.45,28.45,45.5,4.35,180.11274390508322,,726.5,26.8,
2021-01-15 12:00:00,45.75,75.0,3.65,13.27,4.0,2.3,5.87,0.26,88.49,28.5,41.0,3.8,180.11274390508322,,725.5,28.7,
2021-01-15 13:00:00,42.25,72.25,4.53,12.97,4.58,2.33,6.18,0.32,92.39,28.55,39.0,3.38,180.11274390508322,,724.75,30.15,
2021-01-15 14:00:00,44.25,73.25,4.85,12.17,4.4,2.7,5.9,0.34,93.14,26.1,38.75,3.3,180.11274390508322,,724.0,31.02,
2021-01-15 15:00:00,47.5,74.0,6.0,12.1,5.38,2.1,6.2,0.33,95.19,18.75,37.75,3.15,180.11274390508322,,723.25,31.45,
2021-01-15 16:00:00,46.0,73.75,6.4,10.55,4.85,2.38,5.48,0.32,95.28,17.22,37.75,2.95,180.11274390508322,,723.0,31.43,
2021-01-16 08:00:00,65.0,114.0,3.83,26.5,11.25,3.93,4.75,0.33,45.94,17.08,61.75,0.7,180.11274390508322,,726.0,19.55,
2021-01-16 09:00:00,68.0,124.25,4.9,17.62,7.38,1.7,4.87,0.3,54.46,16.9,56.75,3.1,180.11274390508322,,726.0,22.05,
2021-01-16 10:00:00,58.0,87.5,5.1,13.33,5.2,1.95,5.07,0.24,54.83,16.75,54.0,4.67,180.11274390508322,,726.0,24.05,
2021-01-16 11:00:00,52.0,71.5,5.55,12.27,5.0,2.42,6.62,0.31,62.97,23.62,50.5,3.8,180.11274390508322,,725.25,25.45,
2021-01-16 12:00:00,43.25,64.75,6.65,12.88,6.2,2.2,6.97,0.32,70.55,27.48,45.25,2.55,180.11274390508322,,724.5,27.07,
2021-01-16 13:00:00,45.25,68.75,4.72,12.8,4.68,2.9,5.33,0.33,78.52,28.0,43.0,3.45,180.11274390508322,,723.75,29.0,
2021-01-16 14:00:00,48.5,75.33,6.2,9.68,4.17,3.42,5.2,0.33,81.78,28.38,42.5,3.17,180.11274390508322,,723.0,29.65,
2021-01-16 15:00:00,47.75,78.5,6.87,12.3,6.17,1.8,5.53,0.38,88.69,21.6,40.75,3.78,180.11274390508322,,723.0,29.95,
2021-01-16 16:00:00,50.0,81.0,4.97,10.15,3.45,3.25,5.57,0.33,91.87,18.17,40.75,3.38,180.11274390508322,,723.0,30.4,
2021-01-17 08:00:00,53.25,141.5,4.25,29.15,12.78,2.92,5.82,0.37,59.02,17.25,56.75,2.95,180.11274390508322,,726.0,20.65,
2021-01-17 09:00:00,52.5,90.75,4.57,18.07,7.35,3.27,5.4,0.31,56.28,16.9,53.75,5.15,180.11274390508322,,726.75,23.57,
2021-01-17 10:00:00,47.5,85.25,5.12,15.8,6.55,1.65,5.1,0.26,53.53,16.57,50.75,5.4,180.11274390508322,,726.5,25.15,
2021-01-17 11:00:00,44.25,77.5,6.57,10.98,5.15,2.2,4.92,0.29,70.27,17.7,44.25,5.08,180.11274390508322,,726.0,27.02,
2021-01-17 12:00:00,36.5,66.75,5.08,12.58,4.8,1.67,7.53,0.33,74.33,26.6,40.0,5.2,180.11274390508322,,725.25,29.0,
2021-01-17 13:00:00,30.75,57.25,4.08,10.32,2.73,2.62,2.52,0.33,82.78,28.23,38.25,4.92,180.11274390508322,,724.5,30.4,
2021-01-17 14:00:00,36.25,58.25,5.22,11.07,4.15,2.77,1.95,0.34,86.48,28.5,38.0,4.6,180.11274390508322,,724.0,31.1,
2021-01-17 15:00:00,36.75,59.75,4.97,13.43,5.2,1.9,1.83,0.34,90.42,27.18,37.0,4.38,180.11274390508322,,724.0,31.52,
2021-01-17 16:00:00,35.75,64.5,5.25,11.53,4.4,1.85,5.78,0.35,94.06,18.75,37.0,4.58,180.11274390508322,,723.75,31.72,
2021-01-18 08:00:00,39.5,61.75,4.65,13.6,4.98,2.93,5.8,0.37,55.65,20.4,59.75,4.47,180.11274390508322,,728.0,20.7,
2021-01-18 09:00:00,34.75,60.0,5.45,13.95,5.88,2.02,5.13,0.35,58.91,17.15,55.0,5.67,180.11274390508322,,728.0,22.35,
2021-01-18 10:00:00,34.5,56.5,6.12,11.68,5.15,2.62,5.58,0.35,63.62,16.82,49.75,6.3,180.11274390508322,,728.0,24.17,
2021-01-18 11:00:00,35.5,55.0,5.18,11.85,4.45,2.33,5.35,0.33,69.53,16.58,45.5,6.45,180.11274390508322,,727.25,26.03,
2021-01-18 12:00:00,34.75,,5.55,12.05,4.88,2.23,6.0,0.32,75.7,21.38,42.0,6.15,180.11274390508322,,726.75,27.3,
2021-01-18 13:00:00,33.5,,5.2,13.05,5.17,1.62,4.65,0.32,80.62,26.93,41.0,5.0,180.11274390508322,,725.75,,
2021-01-18 14:00:00,23.75,,5.4,11.48,4.55,2.35,5.15,0.28,82.28,27.75,40.25,3.9,180.11274390508322,,725.0,,
2021-01-18 15:00:00,26.0,,7.5,11.9,6.43,2.63,5.37,0.31,83.06,28.17,41.0,4.23,180.11274390508322,,725.0,,
2021-01-18 16:00:00,,,,,,,,,,,,,180.11274390508322,,,,
2021-01-19 08:00:00,,,,,,,,,,,,,180.11274390508322,,,,
2021-01-19 09:00:00,40.0,66.5,4.0,12.8,4.1,1.6,,0.3,53.51,17.6,54.0,4.8,180.11274390508322,,728.0,,
2021-01-19 10:00:00,39.5,68.0,6.17,17.6,8.4,2.9,5.97,0.27,52.28,19.5,51.25,4.22,180.11274390508322,,728.0,,
2021-01-19 11:00:00,41.5,80.75,5.0,17.8,7.5,2.05,6.2,0.3,62.41,18.38,47.0,3.85,180.11274390508322,,727.5,,
2021-01-19 12:00:00,34.0,74.0,4.47,16.38,6.42,2.23,6.1,0.27,69.17,18.38,44.25,3.1,180.11274390508322,,726.5,,
2021-01-19 13:00:00,33.5,72.75,3.03,18.33,6.22,2.17,7.37,0.33,72.19,24.12,42.0,2.92,180.11274390508322,,725.75,,
2021-01-19 14:00:00,31.25,65.5,6.45,12.5,5.88,2.62,6.38,0.35,77.49,28.32,39.0,2.92,180.11274390508322,,725.0,,
2021-01-19 15:00:00,28.5,56.25,5.3,12.85,5.15,1.95,6.47,0.33,80.99,28.73,38.5,3.58,180.11274390508322,,724.5,,
2021-01-19 16:00:00,28.5,59.0,5.8,10.5,4.25,2.42,6.0,0.33,84.15,28.5,38.25,3.48,180.11274390508322,,724.0,,
2021-01-20 08:00:00,51.0,112.25,4.88,44.33,21.55,6.65,4.38,0.3,44.07,27.28,58.25,1.75,180.11274390508322,,727.75,,
2021-01-20 09:00:00,51.5,118.75,6.35,23.95,11.93,3.85,4.27,0.3,64.59,26.15,52.5,4.75,180.11274390508322,,728.0,,
2021-01-20 10:00:00,42.5,86.75,4.7,17.1,6.92,3.03,6.22,0.27,64.5,21.05,49.5,4.78,180.11274390508322,,728.0,,
2021-01-20 11:00:00,38.5,72.0,6.2,29.85,14.82,4.03,5.55,0.3,60.4,17.8,43.75,3.95,180.11274390508322,,727.75,,
