From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-01-06 14:00:00,21.83,51.43,17.955302120384665,17.06,26.8,19.64,7.03,0.37,44.01,27.56,59.79,0.63,180.11274390508322,395.16,829.0,,
2021-01-06 15:00:00,18.74,77.3,17.955302120384665,16.59,31.0,20.38,6.75,0.41,38.65,28.04,58.41,0.69,180.11274390508322,350.18,831.48,,
2021-01-06 16:00:00,14.68,65.23,17.955302120384665,16.77,24.96,17.51,6.79,0.05,41.93,27.66,60.98,0.7,180.11274390508322,344.86,829.92,,
2021-01-07 08:00:00,6.35,19.67,17.955302120384665,12.42,45.34,26.06,6.96,0.99,9.56,21.22,99.13,0.62,180.11274390508322,277.46,808.5,,
2021-01-07 09:00:00,6.57,17.36,17.955302120384665,11.81,44.8,28.36,7.16,1.05,8.6,21.66,97.71,0.66,180.11274390508322,271.1,808.43,,
2021-01-07 10:00:00,8.88,23.29,17.955302120384665,12.18,28.89,19.91,6.94,0.48,11.99,22.32,92.45,0.62,180.11274390508322,364.24,808.1,,
2021-01-07 11:00:00,11.45,42.64,17.955302120384665,11.54,21.22,14.64,6.86,0.3,16.34,23.07,88.53,0.58,180.11274390508322,470.37,807.95,,
2021-01-07 12:00:00,14.27,42.73,17.955302120384665,14.49,20.73,14.98,6.79,0.17,21.07,23.97,83.94,0.58,180.11274390508322,466.13,807.5,,
2021-01-07 13:00:00,19.12,45.12,17.955302120384665,13.9,23.26,16.81,6.9,0.22,26.29,25.26,76.78,0.59,180.11274390508322,435.54,812.03,,
2021-01-07 14:00:00,19.82,57.88,17.955302120384665,15.8,24.93,17.62,7.05,0.26,30.02,25.89,72.72,0.62,180.11274390508322,427.96,823.37,,
2021-01-07 15:00:00,18.42,60.96,17.955302120384665,17.6,34.97,23.26,6.84,0.46,27.35,26.15,71.07,0.68,180.11274390508322,329.45,825.5,,
2021-01-07 16:00:00,14.62,50.17,17.955302120384665,17.98,26.15,19.58,7.18,0.36,29.83,26.38,67.33,0.64,180.11274390508322,390.89,825.73,,
2021-01-08 08:00:00,14.38,112.04,17.955302120384665,13.96,38.03,24.12,6.7,0.7,10.37,22.68,91.63,0.62,180.11274390508322,308.87,818.58,,
2021-01-08 09:00:00,14.11,89.58,17.955302120384665,15.85,32.92,21.33,6.77,0.61,12.55,23.15,88.22,0.6,180.11274390508322,334.51,819.22,,
2021-01-08 10:00:00,13.27,84.34,17.955302120384665,14.83,33.8,20.72,7.11,0.46,15.54,24.0,83.43,0.66,180.11274390508322,306.14,821.1,,
2021-01-08 11:00:00,13.0,70.96,17.955302120384665,13.35,28.03,18.54,6.83,0.3,22.27,25.04,77.34,0.68,180.11274390508322,311.22,821.85,,
2021-01-08 12:00:00,17.83,86.98,17.955302120384665,12.16,22.23,15.39,6.9,0.15,25.25,25.41,74.92,0.68,180.11274390508322,367.33,821.4,,
2021-01-08 13:00:00,23.95,76.4,17.955302120384665,19.3,29.78,20.39,6.68,0.17,29.34,26.08,71.34,0.64,180.11274390508322,332.24,822.8,,
2021-01-08 14:00:00,26.3,65.39,17.955302120384665,11.89,26.18,17.5,6.81,0.45,34.7,27.34,64.63,0.62,180.11274390508322,389.61,824.15,,
2021-01-08 15:00:00,23.36,67.37,17.955302120384665,15.32,23.36,16.57,6.9,0.23,36.42,27.66,62.05,0.64,180.11274390508322,390.78,825.33,,
2021-01-08 16:00:00,20.41,68.29,17.955302120384665,12.61,17.14,12.47,7.01,0.21,37.66,27.16,64.09,0.59,180.11274390508322,434.07,827.65,,
2021-01-09 08:00:00,11.43,25.84,17.955302120384665,14.6,37.21,21.66,7.09,0.68,12.92,22.41,90.41,0.65,180.11274390508322,327.92,820.63,,
2021-01-09 09:00:00,13.24,26.68,17.955302120384665,13.92,36.22,21.79,6.85,0.62,13.96,23.27,85.83,0.64,180.11274390508322,342.03,822.95,,
2021-01-09 10:00:00,12.67,34.15,17.955302120384665,12.66,28.89,18.39,6.89,0.38,17.7,24.28,79.87,0.67,180.11274390508322,358.09,824.2,,
2021-01-09 11:00:00,11.76,42.81,17.955302120384665,14.06,23.82,15.86,6.86,0.27,26.33,25.06,75.69,0.7,180.11274390508322,355.06,823.83,,
2021-01-09 12:00:00,13.78,64.74,17.955302120384665,13.7,23.85,15.82,6.68,0.15,25.38,25.41,72.55,0.68,180.11274390508322,375.42,824.15,,
2021-01-09 13:00:00,17.86,78.86,17.955302120384665,13.86,22.93,15.05,6.72,0.16,28.09,25.72,69.33,0.68,180.11274390508322,387.34,823.45,,
2021-01-09 14:00:00,19.72,67.81,17.955302120384665,15.39,28.56,18.29,6.76,0.43,26.48,26.04,65.44,0.67,180.11274390508322,359.44,826.62,,
2021-01-09 15:00:00,16.8,51.76,17.955302120384665,12.09,17.76,12.3,7.04,0.33,29.75,26.03,66.27,0.59,180.11274390508322,473.38,828.0,,
2021-01-09 16:00:00,13.13,47.87,17.955302120384665,14.96,26.48,16.13,6.72,0.32,22.36,25.44,71.57,0.62,180.11274390508322,366.05,826.35,,
2021-01-10 08:00:00,19.38,47.91,17.955302120384665,13.95,29.68,18.66,6.77,0.4,13.67,20.45,94.96,0.62,180.11274390508322,351.38,811.38,,
2021-01-10 09:00:00,19.83,53.71,17.955302120384665,15.72,26.06,16.7,6.99,0.31,20.35,21.95,87.31,0.66,180.11274390508322,357.31,816.35,,
2021-01-10 10:00:00,18.84,52.09,17.955302120384665,10.89,21.2,13.17,6.98,0.26,25.39,23.15,80.3,0.64,180.11274390508322,420.72,818.17,,
2021-01-10 11:00:00,18.64,54.26,17.955302120384665,11.72,20.79,13.31,6.92,0.28,30.84,24.92,71.44,0.71,180.11274390508322,371.59,820.4,,
2021-01-10 12:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-10 13:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-10 14:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-10 15:00:00,16.56,42.1,17.955302120384665,16.58,25.63,16.15,6.87,0.29,32.88,26.87,62.94,0.69,180.11274390508322,290.71,827.5,,
2021-01-10 16:00:00,16.0,42.57,17.955302120384665,12.21,19.15,12.57,6.81,0.17,35.4,26.89,60.75,0.62,180.11274390508322,370.62,828.4,,
2021-01-11 08:00:00,19.64,47.46,17.955302120384665,14.2,34.25,20.61,6.9,0.66,14.73,21.73,88.94,0.66,180.11274390508322,348.67,814.5,,
2021-01-11 09:00:00,20.33,57.96,17.955302120384665,16.04,35.14,22.29,6.85,0.67,20.03,22.76,80.5,0.69,180.11274390508322,342.51,818.15,,
2021-01-11 10:00:00,19.09,68.75,17.955302120384665,16.5,30.5,20.1,7.03,0.43,29.41,24.45,68.04,0.71,180.11274390508322,340.16,822.7,,
2021-01-11 11:00:00,17.88,83.85,17.955302120384665,15.53,28.57,18.17,6.88,0.37,34.88,24.97,63.55,0.71,180.11274390508322,344.23,823.83,,
2021-01-11 12:00:00,17.83,56.05,17.955302120384665,20.73,37.08,23.13,6.88,0.47,,24.98,63.16,0.71,180.11274390508322,256.88,825.2,,
2021-01-11 13:00:00,22.6,48.91,17.955302120384665,15.59,22.54,15.63,6.78,0.35,41.54,25.7,63.75,0.67,180.11274390508322,378.44,825.0,,
2021-01-11 14:00:00,24.93,44.96,17.955302120384665,26.26,47.98,29.02,6.91,0.61,25.84,24.7,70.64,0.63,180.11274390508322,321.94,817.17,,
2021-01-11 15:00:00,26.42,65.71,17.955302120384665,23.5,37.36,25.25,6.91,0.43,30.16,24.48,71.68,0.59,180.11274390508322,324.19,818.8,,
2021-01-11 16:00:00,23.82,82.73,17.955302120384665,17.39,24.61,17.0,7.05,0.26,37.1,25.04,68.02,0.56,180.11274390508322,414.28,820.52,,
2021-01-12 08:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 09:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 10:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 11:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 12:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 13:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 14:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 15:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-12 16:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-13 08:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-13 09:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-13 10:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-13 11:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-13 12:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-13 13:00:00,29.3,64.03,17.955302120384665,23.29,14.5,15.12,3.99,0.41,,22.93,52.05,3.04,180.11274390508322,318.72,827.75,,
2021-01-13 14:00:00,26.41,58.5,17.955302120384665,24.01,15.54,15.72,4.11,0.37,43.55,22.99,51.27,2.33,180.11274390508322,357.46,828.33,,
2021-01-13 15:00:00,23.59,48.51,17.955302120384665,26.24,17.86,16.99,3.97,0.36,35.54,22.94,51.18,1.72,180.11274390508322,409.6,827.78,,
2021-01-13 16:00:00,19.65,49.43,17.955302120384665,18.12,13.13,12.75,3.89,0.27,36.4,22.85,50.6,1.69,180.11274390508322,387.92,828.13,,
2021-01-14 08:00:00,19.85,57.79,17.955302120384665,31.72,16.15,20.11,3.98,0.54,20.06,19.9,87.23,1.34,180.11274390508322,305.37,810.05,,
2021-01-14 09:00:00,20.02,66.77,17.955302120384665,27.93,16.31,18.45,4.02,0.49,27.0,20.45,78.89,1.84,180.11274390508322,287.71,814.65,,
2021-01-14 10:00:00,20.67,73.35,17.955302120384665,18.69,12.75,13.27,3.92,0.32,72.81,21.24,71.94,1.19,180.11274390508322,412.88,820.4,,
2021-01-14 11:00:00,19.46,73.63,17.955302120384665,20.19,12.72,13.62,4.05,0.28,34.35,21.73,66.3,1.43,180.11274390508322,412.86,822.4,,
2021-01-14 12:00:00,19.03,60.44,17.955302120384665,14.54,9.72,9.73,4.12,0.24,37.62,22.17,59.25,1.93,180.11274390508322,390.01,825.1,,
2021-01-14 13:00:00,22.48,56.81,17.955302120384665,16.77,12.69,11.19,4.01,0.22,37.04,22.31,59.62,1.55,180.11274390508322,415.14,827.2,,
2021-01-14 14:00:00,22.85,63.36,17.955302120384665,22.74,14.07,14.54,3.95,0.28,37.98,22.53,57.63,1.9,180.11274390508322,349.56,826.28,,
2021-01-14 15:00:00,20.12,56.38,17.955302120384665,21.27,14.77,13.98,3.91,0.28,37.24,22.4,59.72,1.84,180.11274390508322,361.87,825.93,,
2021-01-14 16:00:00,18.64,62.2,17.955302120384665,22.68,15.44,14.89,3.91,0.29,30.52,22.08,63.14,1.27,180.11274390508322,378.53,825.27,,
2021-01-15 08:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-15 09:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-15 10:00:00,16.9,81.3,17.955302120384665,15.91,8.76,10.53,4.03,0.22,41.16,21.98,68.69,2.31,180.11274390508322,429.02,826.6,,
2021-01-15 11:00:00,16.85,70.84,17.955302120384665,18.06,10.36,11.48,3.96,0.28,34.46,22.16,67.23,1.73,180.11274390508322,431.5,825.28,,
2021-01-15 12:00:00,18.49,50.16,17.955302120384665,15.4,10.24,10.29,3.95,0.23,36.71,22.44,63.05,1.39,180.11274390508322,492.24,824.75,,
2021-01-15 13:00:00,20.86,50.83,17.955302120384665,16.53,10.78,10.76,4.0,0.27,36.99,22.44,62.11,2.0,180.11274390508322,402.51,826.85,,
2021-01-15 14:00:00,21.97,50.39,17.955302120384665,26.49,16.74,16.29,3.93,0.37,29.33,22.3,63.67,1.31,180.11274390508322,388.99,826.4,,
2021-01-15 15:00:00,21.87,49.43,17.955302120384665,19.1,11.05,12.44,3.88,0.32,33.98,22.39,61.97,1.26,180.11274390508322,448.6,825.75,,
2021-01-15 16:00:00,19.35,50.09,17.955302120384665,13.99,10.62,9.82,4.1,0.21,37.63,22.48,60.13,1.62,180.11274390508322,465.25,827.7,,
2021-01-16 08:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-16 09:00:00,25.23,77.84,17.955302120384665,31.04,19.34,21.48,3.88,0.68,26.13,21.17,81.93,1.57,180.11274390508322,313.89,818.4,,
2021-01-16 10:00:00,26.55,81.18,17.955302120384665,30.11,19.32,19.71,3.94,0.62,31.17,21.6,76.33,1.58,180.11274390508322,389.66,822.43,,
2021-01-16 11:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-16 12:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-16 13:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-16 14:00:00,,,17.955302120384665,,,,,,,,,,180.11274390508322,,,,
2021-01-16 15:00:00,24.33,62.77,17.955302120384665,26.99,16.56,17.21,4.11,0.33,39.73,23.56,48.68,1.59,180.11274390508322,369.13,829.63,,
2021-01-16 16:00:00,24.25,56.57,17.955302120384665,30.33,19.38,19.17,4.24,0.36,37.22,23.38,48.63,1.4,180.11274390508322,351.23,830.7,,
2021-01-17 08:00:00,25.14,118.62,17.955302120384665,31.3,18.89,21.23,4.03,0.57,14.76,20.58,88.38,0.46,180.11274390508322,446.61,815.83,,
2021-01-17 09:00:00,27.83,73.85,17.955302120384665,25.02,17.63,16.95,4.15,0.47,28.37,21.11,81.66,1.15,180.11274390508322,376.0,819.7,,
2021-01-17 10:00:00,26.86,75.71,17.955302120384665,26.4,15.77,17.26,4.01,0.39,28.1,21.38,77.9,1.13,180.11274390508322,352.15,819.48,,
2021-01-17 11:00:00,26.01,59.27,17.955302120384665,21.45,14.64,14.56,3.97,0.38,36.39,22.05,69.94,1.15,180.11274390508322,477.69,821.75,,
2021-01-17 12:00:00,23.77,48.27,17.955302120384665,26.46,20.86,17.78,4.06,0.37,42.26,22.64,62.18,1.56,180.11274390508322,395.65,820.8,,
2021-01-17 13:00:00,50.83,74.7,17.955302120384665,17.03,12.96,11.82,3.86,0.29,53.07,23.42,52.89,1.35,180.11274390508322,472.88,820.93,,
2021-01-17 14:00:00,57.24,62.5,17.955302120384665,19.3,14.1,12.83,3.82,0.25,60.17,23.52,49.3,1.54,180.11274390508322,412.65,825.72,,
2021-01-17 15:00:00,46.07,67.31,17.955302120384665,18.61,14.85,12.97,4.04,0.22,65.2,23.76,44.09,1.62,180.11274390508322,397.79,828.9,,
2021-01-17 16:00:00,37.48,69.45,17.955302120384665,24.08,18.83,16.15,4.04,0.25,62.03,23.78,41.21,2.05,180.11274390508322,322.74,831.77,,
2021-01-18 08:00:00,12.98,77.89,17.955302120384665,43.04,23.5,26.53,4.11,0.72,30.37,19.71,83.08,1.84,180.11274390508322,302.8,,,
2021-01-18 09:00:00,15.2,79.83,17.955302120384665,33.72,22.87,22.59,4.02,0.5,42.76,20.19,77.7,1.89,180.11274390508322,349.15,820.5,,
2021-01-18 10:00:00,16.64,79.16,17.955302120384665,27.61,18.91,18.98,3.99,0.42,54.28,21.07,66.81,1.93,180.11274390508322,340.76,821.8,,
2021-01-18 11:00:00,18.39,77.33,17.955302120384665,30.74,22.25,21.01,3.85,0.27,77.38,21.98,47.74,2.4,180.11274390508322,317.57,823.8,,
2021-01-18 12:00:00,24.22,87.55,17.955302120384665,24.75,18.65,17.82,4.12,0.06,75.65,28.38,32.8,2.24,180.11274390508322,362.28,823.15,,
2021-01-18 13:00:00,27.36,85.65,17.955302120384665,27.04,19.8,18.86,3.93,0.08,77.78,28.59,29.86,2.38,180.11274390508322,363.36,823.05,,
2021-01-18 14:00:00,29.93,74.49,17.955302120384665,28.48,20.59,19.23,4.04,0.42,82.87,29.34,29.23,1.84,180.11274390508322,357.64,,,
2021-01-18 15:00:00,26.05,68.91,17.955302120384665,29.21,21.18,19.46,4.02,0.39,82.13,29.63,27.53,2.05,180.11274390508322,361.57,833.9,,
2021-01-18 16:00:00,22.25,63.44,17.955302120384665,32.84,25.45,22.19,4.04,0.15,80.94,29.7,26.8,2.42,180.11274390508322,335.2,833.3,,
2021-01-19 08:00:00,23.92,76.74,17.955302120384665,27.04,18.92,19.38,3.9,0.4,35.75,,78.06,1.37,180.11274390508322,386.3,818.0,,
2021-01-19 09:00:00,25.93,77.04,17.955302120384665,40.56,21.84,25.57,4.09,0.65,37.58,25.16,73.73,1.96,180.11274390508322,292.08,820.9,,
2021-01-19 10:00:00,25.66,75.62,17.955302120384665,27.9,17.63,19.12,4.03,0.38,46.58,26.11,63.18,1.91,180.11274390508322,367.22,825.23,,
2021-01-19 11:00:00,23.72,64.96,17.955302120384665,25.6,17.55,17.4,3.97,0.26,57.0,26.88,58.07,1.77,180.11274390508322,361.84,824.27,,
2021-01-19 12:00:00,24.75,97.0,17.955302120384665,28.17,19.93,19.61,3.96,0.28,59.6,27.52,53.41,1.65,180.11274390508322,399.98,822.05,,
2021-01-19 13:00:00,34.14,105.75,17.955302120384665,27.46,22.41,19.99,3.99,0.19,77.61,28.26,47.48,1.83,180.11274390508322,397.73,824.38,,
2021-01-19 14:00:00,35.78,108.45,17.955302120384665,27.04,21.54,19.32,3.91,0.29,75.06,28.96,41.03,1.48,180.11274390508322,396.73,829.45,,
2021-01-19 15:00:00,34.98,103.96,17.955302120384665,32.05,21.75,22.18,4.04,0.34,74.11,29.13,39.68,1.82,180.11274390508322,384.1,833.4,,
2021-01-19 16:00:00,30.29,104.58,17.955302120384665,33.43,24.62,22.98,3.92,0.23,76.45,29.07,40.58,1.74,180.11274390508322,323.14,832.85,,
2021-01-20 08:00:00,39.45,126.28,17.955302120384665,48.0,24.29,32.4,4.05,0.93,26.91,,74.63,0.87,180.11274390508322,302.78,820.9,,
2021-01-20 09:00:00,36.24,126.18,17.955302120384665,35.66,23.62,25.59,4.08,0.59,35.22,25.79,71.64,0.84,180.11274390508322,435.83,824.5,,
2021-01-20 10:00:00,33.07,103.91,17.955302120384665,27.21,18.29,19.0,3.87,0.4,57.54,26.5,60.55,1.19,180.11274390508322,377.9,825.4,,
2021-01-20 11:00:00,31.05,114.86,17.955302120384665,26.8,19.27,18.6,4.02,0.27,67.55,27.58,53.95,1.18,180.11274390508322,424.51,825.8,,
2021-01-20 12:00:00,32.8,110.14,17.955302120384665,21.41,17.29,15.63,3.94,0.15,70.44,29.0,47.84,0.98,180.11274390508322,562.76,820.7,,
