From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2021-01-05 14:00:00,97.83,195.04,2.46,33.3,35.75,56.5,1.47,0.36,2.75,27.454442202523524,66.24,0.7,180.11274390508322,,953.2,0.0,25.2
2021-01-05 15:00:00,114.0,227.76,1.48,36.18,37.11,57.5,2.15,0.37,3.0,27.454442202523524,69.28,1.68,180.11274390508322,,953.2,0.0,24.35
2021-01-05 16:00:00,113.82,224.46,5.14,39.6,44.74,68.5,0.46,0.43,2.75,27.454442202523524,70.04,1.47,180.11274390508322,,953.2,0.0,24.04
2021-01-06 08:00:00,153.61,294.33,8.48,85.42,51.51,73.35,5.54,0.37,5.0,27.454442202523524,68.94,0.54,180.11274390508322,,982.8,0.0,20.63
2021-01-06 09:00:00,122.93,238.59,12.19,93.93,58.93,80.47,1.88,0.51,4.5,27.454442202523524,66.53,0.48,180.11274390508322,,982.52,0.0,21.68
2021-01-06 10:00:00,124.18,243.39,14.49,98.0,62.87,83.15,0.32,0.62,4.5,27.454442202523524,63.63,0.6,180.11274390508322,,982.75,0.0,23.35
2021-01-06 11:00:00,136.35,268.48,8.6,101.06,59.78,80.47,,0.71,5.0,27.454442202523524,60.02,0.29,180.11274390508322,,980.92,0.0,25.23
2021-01-06 12:00:00,167.64,326.49,8.96,92.83,55.76,75.16,1.17,0.69,5.25,27.454442202523524,61.93,0.62,180.11274390508322,,971.25,0.0,25.23
2021-01-06 13:00:00,115.7,230.24,4.29,97.07,54.26,77.56,5.34,0.49,6.0,27.454442202523524,60.96,0.57,180.11274390508322,,953.2,0.0,25.7
2021-01-06 14:00:00,154.43,301.54,9.38,74.3,51.73,76.03,7.97,0.29,5.0,27.454442202523524,62.25,0.67,180.11274390508322,,968.15,0.0,25.56
2021-01-06 15:00:00,124.7,166.78,7.22,86.84,51.26,76.67,7.11,0.2,5.5,27.454442202523524,64.78,0.88,180.11274390508322,,983.1,0.0,25.37
2021-01-06 16:00:00,112.65,411.13,21.95,98.39,69.29,97.5,16.08,0.47,5.25,27.454442202523524,71.0,1.78,180.11274390508322,,983.17,0.0,24.23
2021-01-07 08:00:00,184.13,362.58,38.62,25.88,64.5,87.0,0.01,0.48,3.0,27.454442202523524,80.17,0.32,180.11274390508322,,953.2,0.0,21.32
2021-01-07 09:00:00,172.01,359.59,44.73,30.5,75.23,97.25,1.47,1.27,3.0,27.454442202523524,69.28,0.39,180.11274390508322,,953.2,0.0,23.6
2021-01-07 10:00:00,175.74,389.09,37.79,40.08,77.87,99.5,0.04,1.15,3.0,27.454442202523524,66.3,0.32,180.11274390508322,,953.2,0.0,25.24
2021-01-07 11:00:00,148.13,374.49,10.23,42.52,52.75,73.75,0.01,0.27,3.0,27.454442202523524,68.13,0.56,180.11274390508322,,953.2,0.0,25.55
2021-01-07 12:00:00,151.82,393.08,1.58,38.6,40.19,58.25,1.41,0.25,3.0,27.454442202523524,67.65,0.47,180.11274390508322,,953.45,0.0,25.53
2021-01-07 13:00:00,138.25,323.49,1.07,32.67,33.41,52.5,0.61,0.14,3.0,27.454442202523524,64.12,0.79,180.11274390508322,,954.4,0.0,26.33
2021-01-07 14:00:00,132.92,311.29,3.42,28.74,32.16,54.5,2.7,0.39,3.0,27.454442202523524,66.11,0.68,180.11274390508322,,981.48,0.0,26.51
2021-01-07 15:00:00,113.92,284.03,3.88,30.28,34.16,58.5,1.41,0.54,2.25,27.454442202523524,67.59,0.86,180.11274390508322,,983.1,0.0,26.24
2021-01-07 16:00:00,140.5,352.69,7.99,34.32,42.31,71.25,,0.91,3.0,27.454442202523524,70.84,0.84,180.11274390508322,,983.1,0.0,25.7
2021-01-08 08:00:00,260.44,411.4,22.39,22.91,45.22,70.07,0.04,0.4,3.0,27.454442202523524,95.08,0.4,180.11274390508322,,953.2,0.0,23.05
2021-01-08 09:00:00,182.94,353.78,20.97,28.59,49.55,72.14,1.12,0.43,3.0,27.454442202523524,89.39,0.33,180.11274390508322,,953.2,0.0,24.37
2021-01-08 10:00:00,202.47,455.22,7.1,27.4,34.46,56.15,0.17,0.3,3.0,27.454442202523524,89.4,0.39,180.11274390508322,,953.2,0.0,24.11
2021-01-08 11:00:00,204.06,410.72,6.33,28.76,35.07,56.05,0.11,0.21,3.0,27.454442202523524,86.08,0.39,180.11274390508322,,953.33,0.0,25.0
2021-01-08 12:00:00,161.33,302.09,3.79,25.82,29.6,48.39,1.08,0.09,3.0,27.454442202523524,82.8,0.41,180.11274390508322,,955.3,0.0,25.62
2021-01-08 13:00:00,107.43,236.66,2.84,23.25,26.03,44.07,0.14,0.01,3.0,27.454442202523524,83.06,0.48,180.11274390508322,,982.82,0.0,25.23
2021-01-08 14:00:00,88.12,309.39,4.08,23.39,27.49,45.0,0.07,0.06,3.0,27.454442202523524,82.62,0.5,180.11274390508322,,982.9,0.0,25.42
2021-01-08 15:00:00,125.43,351.97,9.96,27.27,37.06,52.75,2.2,0.47,3.0,27.454442202523524,81.42,0.6,180.11274390508322,,982.9,0.0,25.54
2021-01-08 16:00:00,137.65,307.73,28.72,35.76,64.52,81.6,0.05,1.16,3.0,27.454442202523524,81.41,0.36,180.11274390508322,,982.9,0.0,25.49
2021-01-09 08:00:00,214.48,370.32,28.25,32.64,60.89,79.55,0.06,0.42,3.0,27.454442202523524,92.9,0.18,180.11274390508322,,953.2,0.0,22.69
2021-01-09 09:00:00,198.31,376.05,32.17,44.66,66.69,84.64,2.03,0.74,4.0,27.454442202523524,87.0,0.25,180.11274390508322,,953.2,0.0,24.12
2021-01-09 10:00:00,115.86,244.38,30.17,38.65,68.83,86.15,,0.69,3.0,27.454442202523524,78.3,0.33,180.11274390508322,,953.2,0.0,26.39
2021-01-09 11:00:00,108.33,297.78,12.3,36.7,49.0,66.99,,0.15,3.0,27.454442202523524,75.39,0.37,180.11274390508322,,953.2,0.0,27.33
2021-01-09 12:00:00,131.7,454.94,2.02,30.52,32.48,50.48,2.69,0.13,3.0,27.454442202523524,76.91,0.58,180.11274390508322,,954.08,0.0,27.18
2021-01-09 13:00:00,152.06,278.5,0.65,26.2,26.77,43.94,3.99,0.09,3.75,27.454442202523524,77.44,0.77,180.11274390508322,,964.33,0.0,26.85
2021-01-09 14:00:00,151.79,289.42,3.54,25.89,29.43,48.24,6.14,0.37,3.0,27.454442202523524,79.44,0.34,180.11274390508322,,983.2,0.0,26.34
2021-01-09 15:00:00,135.63,349.96,6.03,29.75,35.64,55.91,1.88,0.78,3.0,27.454442202523524,83.27,1.24,180.11274390508322,,983.2,0.0,25.49
2021-01-09 16:00:00,149.2,267.73,4.86,34.43,39.29,59.88,,0.73,3.5,27.454442202523524,82.61,1.4,180.11274390508322,,983.2,0.0,25.34
2021-01-10 08:00:00,181.91,414.75,66.01,57.78,83.06,104.6,2.12,0.51,3.25,27.454442202523524,95.45,0.39,180.11274390508322,,972.98,0.0,23.72
2021-01-10 09:00:00,98.74,258.48,28.78,57.5,53.13,75.06,3.21,0.1,3.0,27.454442202523524,83.13,0.49,180.11274390508322,,953.25,0.0,25.57
2021-01-10 10:00:00,73.51,338.27,21.78,56.35,46.92,66.18,2.18,0.17,3.0,27.454442202523524,76.49,0.36,180.11274390508322,,953.2,0.0,27.14
2021-01-10 11:00:00,70.86,229.61,16.68,53.55,41.37,62.19,2.81,0.24,3.5,27.454442202523524,68.75,0.43,180.11274390508322,,953.2,0.0,29.0
2021-01-10 12:00:00,106.94,306.0,9.18,58.37,37.91,58.43,9.0,0.17,3.75,27.454442202523524,67.68,0.38,180.11274390508322,,953.2,0.0,30.0
2021-01-10 13:00:00,147.69,388.38,1.13,52.78,27.86,48.3,16.28,0.17,3.5,27.454442202523524,77.17,0.79,180.11274390508322,,953.22,0.0,28.14
2021-01-10 14:00:00,153.54,240.76,1.66,47.38,26.01,47.31,25.85,0.34,3.0,27.454442202523524,75.66,0.77,180.11274390508322,,954.02,0.0,28.29
2021-01-10 15:00:00,126.01,245.49,1.52,45.09,24.08,47.61,1.82,0.36,3.25,27.454442202523524,76.82,0.7,180.11274390508322,,961.5,0.0,27.61
2021-01-10 16:00:00,126.34,272.49,4.53,53.33,31.54,57.73,2.21,0.87,3.75,27.454442202523524,80.5,1.5,180.11274390508322,,983.4,0.0,26.64
2021-01-11 08:00:00,145.12,297.61,34.5,26.4,60.9,84.05,0.54,0.07,4.0,27.454442202523524,90.91,0.47,180.11274390508322,,953.2,0.0,24.58
2021-01-11 09:00:00,116.53,310.25,35.41,31.23,66.64,85.19,1.82,0.29,3.25,27.454442202523524,78.07,0.44,180.11274390508322,,953.2,0.0,27.05
2021-01-11 10:00:00,75.66,237.61,24.48,32.9,57.38,77.91,1.47,0.27,3.0,27.454442202523524,64.19,0.4,180.11274390508322,,953.2,0.0,29.34
2021-01-11 11:00:00,79.5,407.48,3.84,31.59,35.34,55.45,5.5,0.06,3.25,27.454442202523524,72.94,0.36,180.11274390508322,,953.2,0.0,29.45
2021-01-11 12:00:00,67.51,290.0,0.45,27.57,27.72,48.07,3.64,0.02,3.5,27.454442202523524,70.33,0.53,180.11274390508322,,953.23,0.0,29.84
2021-01-11 13:00:00,57.26,270.7,0.62,25.71,25.28,46.96,7.04,0.04,3.75,27.454442202523524,76.09,1.03,180.11274390508322,,954.0,0.0,28.43
2021-01-11 14:00:00,61.39,219.98,1.75,25.19,26.75,51.23,10.06,0.16,4.25,27.454442202523524,73.83,0.48,180.11274390508322,,966.58,0.0,28.61
2021-01-11 15:00:00,84.97,172.37,4.66,28.35,32.96,60.3,2.3,0.46,3.75,27.454442202523524,68.99,0.51,180.11274390508322,,983.4,0.0,28.76
2021-01-11 16:00:00,77.67,266.6,4.21,31.86,36.06,64.61,1.88,0.51,3.5,27.454442202523524,69.93,0.78,180.11274390508322,,983.4,0.0,28.11
2021-01-12 08:00:00,142.75,335.44,74.41,57.18,89.42,107.02,7.57,0.33,6.25,27.454442202523524,84.38,0.4,180.11274390508322,,953.2,0.0,24.83
2021-01-12 09:00:00,98.32,276.85,56.27,68.31,80.68,98.33,4.52,0.44,6.5,27.454442202523524,73.61,0.4,180.11274390508322,,953.2,0.0,26.96
2021-01-12 10:00:00,71.73,259.13,42.57,70.56,71.02,88.07,6.58,0.34,6.5,27.454442202523524,61.64,0.44,180.11274390508322,,953.2,0.0,29.13
2021-01-12 11:00:00,77.72,269.27,26.07,80.15,62.72,79.67,16.39,0.28,6.75,27.454442202523524,47.21,0.43,180.11274390508322,,953.2,0.0,30.91
2021-01-12 12:00:00,76.17,293.76,15.76,80.8,54.91,73.41,11.33,0.24,7.75,27.454442202523524,46.41,0.25,180.11274390508322,,953.2,0.0,32.1
2021-01-12 13:00:00,78.58,247.59,2.39,70.6,38.65,61.41,24.03,0.02,8.0,27.454442202523524,64.05,0.86,180.11274390508322,,954.38,0.0,30.12
2021-01-12 14:00:00,85.23,250.59,4.24,65.74,37.01,65.69,32.64,0.26,8.0,27.454442202523524,68.25,0.71,180.11274390508322,,966.52,0.0,29.35
2021-01-12 15:00:00,61.7,346.45,3.59,63.17,35.48,66.68,2.57,0.28,7.5,27.454442202523524,73.05,0.47,180.11274390508322,,983.5,0.0,28.13
2021-01-12 16:00:00,56.22,258.52,2.74,64.21,35.08,66.09,1.26,0.35,8.0,27.454442202523524,71.59,0.3,180.11274390508322,,983.5,0.0,27.96
2021-01-13 08:00:00,86.82,324.95,54.57,29.7,84.28,105.25,1.66,0.03,3.0,27.454442202523524,83.69,0.41,180.11274390508322,,953.2,0.0,24.17
2021-01-13 09:00:00,72.61,324.6,38.82,34.8,73.63,91.0,4.21,0.22,3.0,27.454442202523524,66.3,0.41,180.11274390508322,,953.2,0.0,27.19
2021-01-13 10:00:00,78.1,240.21,38.56,38.8,77.36,93.25,4.26,0.25,3.0,27.454442202523524,51.98,0.39,180.11274390508322,,953.2,0.0,29.09
2021-01-13 11:00:00,84.33,320.92,13.82,43.15,56.97,75.75,6.56,0.12,3.25,27.454442202523524,61.23,0.44,180.11274390508322,,953.2,0.0,29.71
2021-01-13 12:00:00,78.59,311.86,1.9,47.22,41.38,60.67,3.86,0.01,3.67,27.454442202523524,63.54,0.7,180.11274390508322,,953.2,0.0,29.4
2021-01-13 13:00:00,83.0,241.42,4.8,33.33,38.05,61.0,7.24,0.05,3.5,27.454442202523524,66.71,0.53,180.11274390508322,,953.2,0.0,28.76
2021-01-13 14:00:00,82.24,249.93,1.59,40.33,32.85,59.67,10.57,0.09,3.33,27.454442202523524,69.1,0.81,180.11274390508322,,954.43,0.0,28.11
2021-01-13 15:00:00,81.13,237.38,5.57,35.38,40.94,72.25,2.22,0.1,3.75,27.454442202523524,67.03,1.08,180.11274390508322,,973.3,0.0,28.09
2021-01-13 16:00:00,73.3,201.61,7.35,38.19,45.54,76.75,1.55,0.11,3.5,27.454442202523524,62.1,1.73,180.11274390508322,,983.4,0.0,27.46
2021-01-14 08:00:00,95.42,273.18,33.45,35.45,68.88,88.59,1.42,0.01,3.25,27.454442202523524,75.55,0.38,180.11274390508322,,953.2,0.0,22.73
2021-01-14 09:00:00,68.3,247.19,27.98,39.8,67.76,85.69,2.2,0.06,3.33,27.454442202523524,59.2,0.5,180.11274390508322,,953.2,0.0,25.52
2021-01-14 10:00:00,74.29,171.61,16.48,37.5,53.98,71.68,5.56,0.54,3.5,27.454442202523524,48.58,0.39,180.11274390508322,,953.2,0.0,27.76
2021-01-14 11:00:00,74.34,423.42,3.45,36.9,39.84,59.4,8.54,0.61,4.0,27.454442202523524,63.69,1.24,180.11274390508322,,953.2,0.0,27.21
2021-01-14 12:00:00,57.36,258.73,2.07,31.72,33.76,55.68,2.65,0.56,4.0,27.454442202523524,68.2,0.72,180.11274390508322,,954.23,0.0,26.95
2021-01-14 13:00:00,60.76,212.12,1.25,28.07,29.27,55.89,5.47,0.64,3.75,27.454442202523524,69.97,1.08,180.11274390508322,,977.43,0.0,26.66
2021-01-14 14:00:00,78.16,174.07,2.26,30.01,32.19,62.15,9.29,0.91,4.0,27.454442202523524,65.07,0.79,180.11274390508322,,983.45,0.0,26.61
2021-01-14 15:00:00,79.5,225.47,0.87,31.72,31.42,62.85,0.87,1.04,4.0,27.454442202523524,66.79,0.62,180.11274390508322,,983.5,0.0,26.77
2021-01-14 16:00:00,76.67,207.27,2.27,37.72,39.9,72.44,0.59,1.19,4.0,27.454442202523524,63.55,1.27,180.11274390508322,,983.5,0.0,26.41
2021-01-15 08:00:00,132.48,313.89,25.82,74.99,59.91,80.34,0.67,1.07,7.0,27.454442202523524,80.64,0.3,180.11274390508322,,953.2,0.0,21.74
2021-01-15 09:00:00,82.89,198.71,8.27,84.09,50.53,70.16,1.05,0.53,6.75,27.454442202523524,75.27,0.41,180.11274390508322,,953.2,0.0,23.3
2021-01-15 10:00:00,77.0,191.14,5.46,72.86,42.52,61.73,2.16,0.62,7.0,27.454442202523524,76.0,0.5,180.11274390508322,,953.2,0.0,24.44
2021-01-15 11:00:00,72.96,223.7,2.48,60.46,33.45,53.12,10.54,0.2,6.75,27.454442202523524,69.28,0.59,180.11274390508322,,953.2,0.0,25.68
2021-01-15 12:00:00,72.97,198.28,0.64,51.46,27.01,50.23,10.73,0.18,6.75,27.454442202523524,71.6,0.87,180.11274390508322,,953.2,0.0,25.95
2021-01-15 13:00:00,72.02,186.58,3.39,47.67,27.66,57.52,25.01,0.52,8.0,27.454442202523524,75.29,1.38,180.11274390508322,,954.27,0.0,25.3
2021-01-15 14:00:00,38.53,158.4,1.56,54.61,29.45,61.3,37.68,0.76,7.0,27.454442202523524,72.36,1.2,180.11274390508322,,972.35,0.0,25.27
2021-01-15 15:00:00,33.96,144.89,2.88,58.82,32.98,66.53,5.25,0.94,7.0,27.454442202523524,69.22,1.07,180.11274390508322,,983.5,0.0,25.33
2021-01-15 16:00:00,32.31,149.38,3.12,70.42,39.36,71.84,7.25,1.23,6.5,27.454442202523524,60.82,0.86,180.11274390508322,,983.55,0.0,25.73
2021-01-16 08:00:00,,,19.18,84.62,63.49,81.52,0.15,0.9,3.5,27.454442202523524,70.35,0.41,180.11274390508322,,953.2,0.0,21.0
2021-01-16 09:00:00,,,12.62,95.62,62.68,80.82,1.18,1.1,3.0,27.454442202523524,58.72,0.31,180.11274390508322,,953.2,0.0,23.59
2021-01-16 10:00:00,,,7.23,93.67,56.16,73.88,2.49,0.43,3.0,27.454442202523524,49.55,0.17,180.11274390508322,,953.2,0.0,25.53
2021-01-16 11:00:00,,,2.33,78.43,43.29,64.38,7.37,0.12,3.0,27.454442202523524,49.3,0.51,180.11274390508322,,953.2,0.0,26.56
2021-01-16 12:00:00,,,2.5,64.82,35.27,61.05,4.6,0.1,3.0,27.454442202523524,48.29,0.57,180.11274390508322,,953.23,0.0,26.88
2021-01-16 13:00:00,,,0.85,54.0,28.9,59.36,8.98,0.08,3.67,27.454442202523524,49.51,0.85,180.11274390508322,,960.77,0.0,27.16
2021-01-16 14:00:00,,,2.04,48.7,27.48,62.84,15.58,0.41,3.5,27.454442202523524,52.79,0.59,180.11274390508322,,983.55,0.0,26.82
2021-01-16 15:00:00,,,2.88,58.52,33.51,69.64,2.71,0.84,3.0,27.454442202523524,59.34,0.69,180.11274390508322,,983.6,0.0,26.31
2021-01-16 16:00:00,,,1.98,59.59,32.76,70.31,2.5,1.01,3.25,27.454442202523524,68.66,0.68,180.11274390508322,,983.6,0.0,25.23
2021-01-17 08:00:00,,,11.74,52.99,64.73,84.29,,0.39,2.0,27.454442202523524,79.58,0.43,180.11274390508322,,953.2,0.0,21.73
2021-01-17 09:00:00,,,3.01,45.38,48.38,67.66,1.44,0.14,1.75,27.454442202523524,71.07,0.48,180.11274390508322,,953.2,0.0,23.46
2021-01-17 10:00:00,,,1.58,36.31,37.79,58.22,2.32,0.06,2.25,27.454442202523524,60.84,0.27,180.11274390508322,,953.2,0.0,25.37
2021-01-17 11:00:00,,,0.76,26.19,25.59,49.69,5.91,0.0,2.5,27.454442202523524,66.7,0.52,180.11274390508322,,953.2,0.0,25.57
2021-01-17 12:00:00,,,1.14,21.86,22.63,52.47,4.54,0.06,2.5,27.454442202523524,57.79,0.75,180.11274390508322,,953.2,0.0,26.09
2021-01-17 13:00:00,,,0.55,23.38,23.3,56.4,8.36,0.1,3.0,27.454442202523524,48.69,0.64,180.11274390508322,,954.23,0.0,26.71
2021-01-17 14:00:00,,,0.92,22.59,22.87,58.64,14.5,0.06,3.0,27.454442202523524,50.17,0.41,180.11274390508322,,970.0,0.0,26.93
2021-01-17 15:00:00,,,0.67,21.34,21.71,59.98,3.83,0.14,3.0,27.454442202523524,52.18,0.62,180.11274390508322,,983.6,0.0,27.09
2021-01-17 16:00:00,,,1.39,21.98,23.35,63.46,,0.36,3.0,27.454442202523524,54.08,0.43,180.11274390508322,,983.7,0.0,26.87
2021-01-18 08:00:00,77.97,206.99,13.88,73.83,49.76,72.25,,0.58,3.5,27.454442202523524,87.52,0.4,180.11274390508322,,953.2,0.0,22.0
2021-01-18 09:00:00,73.71,128.22,9.68,80.39,49.84,72.0,0.98,0.58,2.25,27.454442202523524,79.51,0.52,180.11274390508322,,953.2,0.0,23.37
2021-01-18 10:00:00,64.35,84.91,14.31,84.96,55.93,80.75,1.19,0.29,2.5,27.454442202523524,63.45,0.36,180.11274390508322,,953.2,0.0,25.36
2021-01-18 11:00:00,74.31,148.94,7.73,81.86,49.04,79.0,8.54,1.18,2.75,27.454442202523524,59.52,0.34,180.11274390508322,,954.2,0.0,27.31
2021-01-18 12:00:00,74.1,193.06,2.12,67.89,37.05,75.5,5.6,1.11,4.0,27.454442202523524,67.09,1.08,180.11274390508322,,962.73,0.0,
2021-01-18 13:00:00,36.51,348.48,1.29,53.82,28.88,77.25,10.98,1.3,,27.454442202523524,66.61,0.83,180.11274390508322,,983.7,0.0,
2021-01-18 14:00:00,31.6,228.71,6.87,55.47,34.49,87.75,,1.75,,27.454442202523524,64.22,0.62,180.11274390508322,,983.82,0.0,
2021-01-18 15:00:00,13.57,43.37,11.34,61.87,41.41,90.5,,1.77,,27.454442202523524,55.32,0.41,180.11274390508322,,983.9,0.0,
