From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2021-01-01 08:00:00,218.5,304.5,61.75,41.55,72.45,37.22,3.33,1.57,3.58,27.454442202523524,89.55,0.65,180.11274390508322,29.88,995.47,0.0,5.67
2021-01-01 09:00:00,178.0,238.25,41.4,38.45,54.22,37.47,2.27,1.38,4.38,27.454442202523524,89.33,0.7,180.11274390508322,50.3,996.07,0.0,6.1
2021-01-01 10:00:00,175.5,218.0,32.8,39.05,47.53,38.2,3.25,1.52,85.78,27.454442202523524,88.33,1.05,180.11274390508322,83.0,996.12,0.0,7.22
2021-01-01 11:00:00,177.0,239.75,19.32,46.35,40.42,39.3,3.85,1.32,9.15,27.454442202523524,84.38,1.25,180.11274390508322,120.25,995.47,0.0,8.6
2021-01-01 12:00:00,211.75,284.0,13.43,40.67,32.58,39.3,4.4,1.18,14.43,27.454442202523524,73.68,1.6,180.11274390508322,161.75,994.35,0.0,11.7
2021-01-01 13:00:00,238.5,306.75,11.05,36.45,28.4,40.62,4.47,1.0,20.9,27.454442202523524,65.6,1.45,180.11274390508322,205.7,993.6,0.0,15.35
2021-01-01 14:00:00,245.5,323.0,7.4,30.93,22.48,42.68,5.03,1.07,31.43,27.454442202523524,64.95,1.4,180.11274390508322,132.95,992.75,0.0,15.73
2021-01-01 15:00:00,237.75,333.75,3.62,33.75,20.95,45.0,6.65,1.4,40.12,27.454442202523524,65.67,1.25,180.11274390508322,55.82,992.33,0.0,15.27
2021-01-01 16:00:00,255.5,362.75,2.17,43.23,24.75,47.88,8.35,1.73,34.05,27.454442202523524,71.5,1.05,180.11274390508322,26.32,992.1,0.0,13.68
2021-01-02 08:00:00,362.25,446.75,8.7,44.6,30.85,43.43,6.23,1.83,9.78,27.454442202523524,77.57,1.15,180.11274390508322,33.48,994.55,0.0,11.0
2021-01-02 09:00:00,360.25,463.5,11.17,44.4,32.7,43.05,7.95,1.8,12.0,27.454442202523524,73.75,1.02,180.11274390508322,43.2,995.25,0.0,12.2
2021-01-02 10:00:00,402.75,543.5,6.88,47.3,30.77,43.68,8.97,1.73,13.3,27.454442202523524,73.6,1.23,180.11274390508322,27.15,995.1,0.0,12.15
2021-01-02 11:00:00,428.75,551.5,11.35,50.12,35.92,43.83,8.7,1.75,34.0,27.454442202523524,79.35,0.77,180.11274390508322,62.62,994.5,0.0,12.05
2021-01-02 12:00:00,362.75,482.75,11.52,47.5,34.67,42.35,9.1,1.68,24.05,27.454442202523524,71.53,1.38,180.11274390508322,101.12,993.38,0.0,13.92
2021-01-02 13:00:00,333.25,455.0,11.73,60.83,41.9,40.7,12.98,1.9,31.93,27.454442202523524,62.53,1.62,180.11274390508322,117.62,991.93,0.0,16.93
2021-01-02 14:00:00,339.5,442.75,6.28,55.1,34.42,40.4,12.8,1.57,39.0,27.454442202523524,60.35,1.6,180.11274390508322,51.17,991.05,0.0,17.3
2021-01-02 15:00:00,308.5,468.25,5.25,58.92,35.65,39.38,13.32,1.0,34.02,27.454442202523524,58.33,1.58,180.11274390508322,46.67,990.4,0.0,17.0
2021-01-02 16:00:00,275.25,484.75,6.25,64.22,39.27,40.08,9.92,1.1,23.78,27.454442202523524,61.5,1.15,180.11274390508322,21.32,990.33,0.0,16.38
2021-01-03 08:00:00,200.25,261.75,7.53,28.2,21.12,41.77,3.5,0.67,6.5,27.454442202523524,85.65,1.6,180.11274390508322,30.48,991.92,0.0,12.1
2021-01-03 09:00:00,182.25,244.5,8.98,23.3,19.7,37.42,4.62,0.85,15.12,27.454442202523524,85.28,1.35,180.11274390508322,42.75,991.98,0.0,13.63
2021-01-03 10:00:00,146.75,227.25,4.05,17.62,12.68,40.6,6.03,0.55,23.27,27.454442202523524,81.4,1.27,180.11274390508322,61.83,992.2,0.0,15.07
2021-01-03 11:00:00,96.5,162.5,10.97,23.35,21.35,37.75,5.97,0.42,22.57,27.454442202523524,81.4,1.72,180.11274390508322,109.45,991.73,0.0,15.78
2021-01-03 12:00:00,78.25,152.5,20.23,35.85,35.58,37.7,6.75,0.3,16.88,27.454442202523524,78.05,1.43,180.11274390508322,97.05,990.6,0.0,16.45
2021-01-03 13:00:00,71.0,116.75,35.05,49.1,54.7,38.1,7.52,0.7,11.4,27.454442202523524,76.62,1.45,180.11274390508322,69.5,989.67,0.0,17.03
2021-01-03 14:00:00,93.75,115.0,29.82,39.83,45.5,42.3,7.97,0.53,14.75,27.454442202523524,74.38,1.88,180.11274390508322,93.98,989.2,0.0,18.2
2021-01-03 15:00:00,88.25,116.25,5.18,14.4,11.88,41.92,7.92,0.85,27.75,27.454442202523524,74.12,2.23,180.11274390508322,63.3,988.62,0.0,17.92
2021-01-03 16:00:00,51.0,95.75,12.6,25.18,23.68,40.67,6.23,0.72,19.18,27.454442202523524,74.9,1.7,180.11274390508322,26.0,989.12,0.0,16.97
2021-01-04 08:00:00,64.0,105.75,51.45,24.57,55.02,30.07,2.6,1.1,1.53,27.454442202523524,87.75,0.3,180.11274390508322,41.23,994.0,0.0,12.68
2021-01-04 09:00:00,80.75,117.25,46.1,58.45,68.65,29.12,5.05,1.5,3.1,27.454442202523524,78.78,0.62,180.11274390508322,83.95,994.3,0.0,15.22
2021-01-04 10:00:00,109.0,162.25,28.1,47.22,48.0,31.02,8.3,1.35,11.55,27.454442202523524,66.12,0.82,180.11274390508322,207.95,993.5,0.0,20.2
2021-01-04 11:00:00,95.25,162.25,9.72,21.95,19.6,30.17,11.23,0.8,26.95,27.454442202523524,61.6,1.18,180.11274390508322,223.77,992.4,0.0,22.88
2021-01-04 12:00:00,86.75,164.75,7.25,19.12,16.1,31.3,11.72,0.88,36.55,27.454442202523524,58.4,0.93,180.11274390508322,198.27,991.45,0.0,24.55
2021-01-04 13:00:00,70.25,137.75,7.5,29.95,22.08,30.75,11.8,0.78,35.72,27.454442202523524,57.17,0.65,180.11274390508322,143.97,990.55,0.0,24.18
2021-01-04 14:00:00,50.5,96.75,5.9,40.25,26.18,31.02,11.03,0.67,26.45,27.454442202523524,66.5,0.82,180.11274390508322,54.88,990.05,0.0,21.17
2021-01-04 15:00:00,66.0,129.75,11.05,52.45,36.95,29.95,10.0,0.88,22.8,27.454442202523524,70.75,0.83,180.11274390508322,42.65,989.7,0.0,20.47
2021-01-04 16:00:00,106.75,220.75,29.35,76.45,64.58,34.2,6.82,1.3,5.7,27.454442202523524,75.95,0.9,180.11274390508322,16.38,990.25,0.0,19.05
2021-01-05 08:00:00,63.75,102.5,17.0,32.05,30.9,30.57,3.13,1.53,1.05,27.454442202523524,85.8,1.07,180.11274390508322,17.93,993.67,0.0,14.98
2021-01-05 09:00:00,67.0,115.75,9.1,29.58,23.15,29.77,3.3,1.12,3.53,27.454442202523524,84.62,1.1,180.11274390508322,43.67,994.13,0.0,16.25
2021-01-05 10:00:00,65.75,133.25,7.33,16.43,14.73,31.55,5.02,0.92,8.75,27.454442202523524,78.7,1.62,180.11274390508322,135.25,993.92,0.0,18.02
2021-01-05 11:00:00,80.75,153.0,6.67,16.82,14.37,31.5,6.53,0.82,12.62,27.454442202523524,72.02,1.65,180.11274390508322,125.3,992.7,0.0,19.88
2021-01-05 12:00:00,85.75,139.0,9.2,18.8,17.52,31.62,7.77,0.7,17.65,27.454442202523524,70.73,1.1,180.11274390508322,75.8,991.9,0.0,20.4
2021-01-05 13:00:00,92.75,162.0,12.03,38.38,30.25,33.45,7.95,0.9,10.55,27.454442202523524,73.07,0.55,180.11274390508322,38.2,991.25,0.0,19.82
2021-01-05 14:00:00,91.5,158.5,7.48,33.48,23.88,35.88,9.97,1.0,10.75,27.454442202523524,79.85,1.73,180.11274390508322,50.92,990.55,0.0,18.05
2021-01-05 15:00:00,91.25,193.0,4.95,26.13,17.95,34.33,8.55,0.82,18.7,27.454442202523524,78.2,1.83,180.11274390508322,51.72,990.22,0.0,17.38
2021-01-05 16:00:00,67.75,138.25,3.77,17.07,12.15,31.45,7.4,0.9,24.62,27.454442202523524,76.3,1.65,180.11274390508322,28.07,989.8,0.0,17.45
2021-01-06 08:00:00,119.75,162.25,17.9,18.55,24.5,27.8,3.9,1.03,0.6,27.454442202523524,86.55,0.72,180.11274390508322,33.95,991.85,0.0,15.0
2021-01-06 09:00:00,94.5,139.25,15.3,22.48,24.42,28.15,5.03,1.08,4.47,27.454442202523524,85.67,1.08,180.11274390508322,51.93,992.95,0.0,15.95
2021-01-06 10:00:00,106.0,162.75,7.75,21.75,17.9,28.35,6.05,0.8,6.47,27.454442202523524,80.97,0.88,180.11274390508322,69.8,992.62,0.0,17.12
