From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2021-01-01 08:00:00,513.33,729.75,118.27,24.93,143.27,79.42,3.1,3.9,3.0,27.454442202523524,94.8,0.75,180.11274390508322,18.02,995.38,0.0,6.1
2021-01-01 09:00:00,466.33,684.25,92.45,36.72,129.32,80.42,2.6,3.85,7.42,27.454442202523524,94.85,1.03,180.11274390508322,40.5,996.05,0.0,7.15
2021-01-01 10:00:00,545.0,757.0,67.7,70.78,138.6,94.45,3.8,4.05,16.23,27.454442202523524,93.12,1.27,180.11274390508322,127.95,996.15,0.0,8.68
2021-01-01 11:00:00,658.0,856.0,28.73,82.42,111.02,108.73,4.75,3.42,8.4,27.454442202523524,78.33,1.62,180.11274390508322,172.72,995.62,0.0,11.12
2021-01-01 12:00:00,604.33,801.75,14.5,44.62,59.0,116.3,5.1,2.73,7.7,27.454442202523524,71.08,2.0,180.11274390508322,248.22,994.6,0.0,12.88
2021-01-01 13:00:00,432.5,587.33,7.13,33.4,40.53,120.63,5.57,2.13,12.1,27.454442202523524,68.4,2.2,180.11274390508322,216.4,993.93,0.0,14.1
2021-01-01 14:00:00,356.0,484.0,4.45,31.55,36.6,122.1,5.3,2.05,16.9,27.454442202523524,68.85,2.2,180.11274390508322,167.35,993.5,0.0,14.45
2021-01-01 15:00:00,,,,,,,,,,27.454442202523524,,,180.11274390508322,,,,
2021-01-01 16:00:00,272.0,454.5,2.15,41.6,43.65,110.05,4.5,1.9,15.3,27.454442202523524,59.85,1.35,180.11274390508322,28.7,992.25,0.0,14.95
2021-01-02 08:00:00,434.0,530.25,28.88,38.12,67.15,104.1,5.12,2.38,2.17,27.454442202523524,80.0,1.07,180.11274390508322,19.62,994.35,0.0,11.38
2021-01-02 09:00:00,482.67,599.5,33.6,50.47,84.1,107.17,6.97,2.65,7.2,27.454442202523524,75.5,0.95,180.11274390508322,29.07,995.05,0.0,12.38
2021-01-02 10:00:00,521.67,652.5,24.38,45.6,69.95,113.6,6.6,2.78,5.42,27.454442202523524,78.03,1.5,180.11274390508322,29.52,994.98,0.0,12.05
2021-01-02 11:00:00,547.67,687.0,30.22,44.2,74.47,119.03,6.2,3.05,5.35,27.454442202523524,82.35,0.82,180.11274390508322,46.6,994.92,0.0,12.05
2021-01-02 12:00:00,586.67,708.75,30.48,58.78,89.25,121.98,7.32,3.13,3.42,27.454442202523524,75.58,1.32,180.11274390508322,106.83,993.75,0.12,13.93
2021-01-02 13:00:00,598.33,725.75,18.15,68.35,86.45,125.67,9.77,3.25,6.88,27.454442202523524,67.08,1.6,180.11274390508322,112.55,992.4,0.0,16.2
2021-01-02 14:00:00,540.33,711.25,8.1,68.62,76.78,127.1,14.82,2.62,48.2,27.454442202523524,54.72,1.77,180.11274390508322,83.33,991.38,0.0,17.93
2021-01-02 15:00:00,417.67,596.75,6.75,67.58,74.35,118.45,13.8,2.27,13.8,27.454442202523524,52.38,1.6,180.11274390508322,68.45,990.75,0.0,18.1
2021-01-02 16:00:00,318.33,511.0,7.3,61.25,68.53,113.95,17.4,1.88,6.47,27.454442202523524,52.45,1.63,180.11274390508322,37.62,990.52,0.0,17.98
2021-01-03 08:00:00,222.0,283.0,3.52,25.02,28.45,104.55,3.65,1.18,3.43,27.454442202523524,87.32,2.9,180.11274390508322,14.25,991.93,0.88,12.83
2021-01-03 09:00:00,196.0,232.0,3.05,20.77,23.82,103.58,3.78,0.93,4.58,27.454442202523524,89.55,2.5,180.11274390508322,31.75,991.8,0.0,13.82
2021-01-03 10:00:00,153.0,177.0,2.75,21.38,24.08,103.8,4.77,0.95,6.18,27.454442202523524,84.1,1.73,180.11274390508322,52.15,992.33,0.0,15.0
2021-01-03 11:00:00,121.0,149.0,5.97,28.82,34.8,105.75,5.52,1.12,5.8,27.454442202523524,82.52,2.35,180.11274390508322,80.4,992.03,0.0,15.43
2021-01-03 12:00:00,132.0,161.0,8.43,29.42,37.88,105.25,5.77,1.1,5.17,27.454442202523524,82.38,2.42,180.11274390508322,68.62,991.17,0.12,15.65
2021-01-03 13:00:00,136.0,169.0,5.85,24.2,30.1,108.6,5.97,0.97,6.97,27.454442202523524,79.8,2.98,180.11274390508322,88.08,990.27,0.0,16.32
2021-01-03 14:00:00,117.0,143.0,3.77,22.07,25.8,104.45,7.12,1.0,8.2,27.454442202523524,78.4,3.0,180.11274390508322,77.9,989.85,0.0,17.02
2021-01-03 15:00:00,107.0,130.0,3.02,18.75,21.75,102.28,7.5,0.78,8.62,27.454442202523524,77.6,3.17,180.11274390508322,68.33,989.05,0.0,17.55
2021-01-03 16:00:00,80.0,101.0,1.58,14.45,16.05,98.53,6.07,0.72,7.85,27.454442202523524,77.1,3.2,180.11274390508322,37.08,989.4,0.0,17.2
2021-01-04 08:00:00,95.0,128.0,84.45,16.05,100.78,75.35,3.33,1.43,1.0,27.454442202523524,90.32,0.5,180.11274390508322,24.15,994.0,0.0,13.2
2021-01-04 09:00:00,99.0,158.0,65.18,29.75,94.9,81.0,4.4,1.62,2.55,27.454442202523524,88.48,0.35,180.11274390508322,80.6,994.5,0.0,14.9
2021-01-04 10:00:00,149.0,208.0,40.3,46.8,87.1,89.73,7.37,1.65,4.3,27.454442202523524,74.7,0.93,180.11274390508322,161.8,994.17,0.0,18.75
2021-01-04 11:00:00,139.0,213.0,13.45,37.8,51.2,98.35,9.42,1.35,9.48,27.454442202523524,64.55,1.65,180.11274390508322,212.18,993.05,0.0,21.23
2021-01-04 12:00:00,149.0,196.0,3.82,17.5,21.32,100.7,8.38,0.77,15.72,27.454442202523524,61.55,1.57,180.11274390508322,192.5,992.17,0.0,21.92
2021-01-04 13:00:00,95.0,149.0,2.15,19.27,21.45,107.95,7.7,0.88,18.6,27.454442202523524,62.8,0.85,180.11274390508322,131.6,991.42,0.0,21.8
2021-01-04 14:00:00,99.0,150.0,1.12,24.08,22.63,110.75,7.53,1.05,20.12,27.454442202523524,64.9,1.05,180.11274390508322,87.67,991.13,0.0,21.38
2021-01-04 15:00:00,105.0,172.0,2.52,28.05,30.62,112.7,7.5,1.07,18.53,27.454442202523524,64.25,1.1,180.11274390508322,67.65,990.43,0.0,21.57
2021-01-04 16:00:00,110.0,166.0,32.4,52.48,84.68,104.78,7.53,1.6,2.73,27.454442202523524,69.67,1.22,180.11274390508322,15.95,990.83,0.0,20.42
2021-01-05 08:00:00,40.0,68.0,6.0,18.05,24.0,62.38,2.4,0.73,2.98,27.454442202523524,83.9,2.15,180.11274390508322,7.28,993.85,1.12,15.47
2021-01-05 09:00:00,67.0,96.0,8.97,20.17,29.07,64.38,3.05,1.1,2.45,27.454442202523524,85.73,1.6,180.11274390508322,40.9,994.3,0.25,16.12
2021-01-05 10:00:00,86.0,114.0,8.38,18.85,27.2,67.57,3.43,1.22,4.05,27.454442202523524,83.45,1.93,180.11274390508322,105.78,994.32,0.12,17.3
2021-01-05 11:00:00,99.0,136.0,6.15,15.55,21.73,73.2,5.42,1.12,6.05,27.454442202523524,75.22,2.0,180.11274390508322,178.48,993.38,0.0,19.25
2021-01-05 12:00:00,107.0,134.0,4.28,19.12,23.4,78.57,5.58,1.23,7.65,27.454442202523524,73.78,1.3,180.11274390508322,107.25,992.45,0.0,19.48
2021-01-05 13:00:00,111.0,157.0,1.95,16.67,18.62,81.67,6.05,1.15,10.22,27.454442202523524,72.78,1.6,180.11274390508322,74.2,991.85,0.0,19.57
2021-01-05 14:00:00,118.0,155.0,6.35,24.18,30.6,80.92,4.65,1.32,5.8,27.454442202523524,78.5,1.77,180.11274390508322,51.9,991.18,0.0,18.95
2021-01-05 15:00:00,121.0,167.0,2.85,13.05,15.9,80.67,4.8,0.85,8.97,27.454442202523524,76.5,3.93,180.11274390508322,99.85,990.52,0.0,18.55
2021-01-05 16:00:00,64.0,95.0,2.45,13.1,15.55,75.53,4.0,0.88,7.88,27.454442202523524,77.1,2.8,180.11274390508322,46.18,990.15,0.0,18.15
2021-01-06 08:00:00,110.0,166.0,16.5,16.93,33.38,77.7,3.57,1.35,1.15,27.454442202523524,85.68,1.43,180.11274390508322,26.73,992.0,0.0,15.53
2021-01-06 09:00:00,135.0,179.0,18.8,21.23,40.0,82.3,3.75,1.5,1.27,27.454442202523524,85.45,1.93,180.11274390508322,44.25,993.05,0.0,16.27
2021-01-06 10:00:00,150.0,190.0,14.23,24.9,39.1,86.3,4.43,1.68,1.55,27.454442202523524,81.3,1.12,180.11274390508322,63.25,993.15,0.0,17.6
2021-01-06 11:00:00,157.0,185.0,8.6,29.4,38.02,94.2,5.67,1.68,3.58,27.454442202523524,77.7,1.1,180.11274390508322,65.85,992.5,0.0,18.7
2021-01-06 12:00:00,191.0,229.0,9.15,40.35,49.5,102.23,5.85,1.93,3.42,27.454442202523524,77.38,0.35,180.11274390508322,48.28,991.6,0.0,18.9
2021-01-06 13:00:00,208.0,266.0,13.48,45.17,58.65,108.77,8.25,1.92,9.6,27.454442202523524,72.98,0.65,180.11274390508322,136.2,990.77,0.0,20.12
2021-01-06 14:00:00,206.0,287.0,8.95,45.73,54.67,113.78,8.33,2.0,14.15,27.454442202523524,70.58,0.65,180.11274390508322,128.25,990.05,0.0,20.73
