From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),AT (degree C)
2021-01-02 11:00:00,231.64,302.88,50.16,16.33,66.92,27.77503817202344,12.562969638194955,1.87,19.68,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 12:00:00,190.96,277.36,6.31,17.63,23.95,27.77503817202344,12.562969638194955,0.94,24.76,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 13:00:00,137.35,219.14,9.97,14.79,24.81,27.77503817202344,12.562969638194955,0.75,29.46,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 14:00:00,155.92,236.61,5.69,16.79,22.48,27.77503817202344,12.562969638194955,0.85,27.73,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 15:00:00,158.37,239.51,5.43,15.7,21.13,27.77503817202344,12.562969638194955,0.87,27.08,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-02 16:00:00,147.91,220.68,5.49,17.92,23.41,27.77503817202344,12.562969638194955,0.87,24.19,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 08:00:00,,,,,,27.77503817202344,12.562969638194955,,,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 09:00:00,,,,,,27.77503817202344,12.562969638194955,,,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 10:00:00,159.25,205.22,218.91,13.38,229.11,27.77503817202344,12.562969638194955,1.28,10.04,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 11:00:00,116.94,132.03,234.56,11.37,245.71,27.77503817202344,12.562969638194955,1.17,10.14,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 12:00:00,56.79,80.14,14.77,12.22,27.12,27.77503817202344,12.562969638194955,1.05,10.91,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 13:00:00,141.99,164.25,6.36,13.07,19.43,27.77503817202344,12.562969638194955,0.96,12.29,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 14:00:00,132.62,147.78,369.73,16.55,375.73,27.77503817202344,12.562969638194955,0.91,11.82,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 15:00:00,48.91,48.52,29.9,11.95,41.51,27.77503817202344,12.562969638194955,0.89,14.31,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
2021-01-03 16:00:00,91.1,95.79,5.57,9.8,15.37,27.77503817202344,12.562969638194955,0.82,13.88,27.454442202523524,65.51356002274453,1.5410203286365634,180.11274390508322,,
