From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),RF (mm),AT (degree C)
2021-04-06 09:00:00,142.47,250.9,6.43,28.99,18.73,36.54,23.64,1.02,58.38,26.45,36.29,0.97,180.11274390508322,211.34,0.0,
2021-04-06 10:00:00,145.3,256.08,6.93,30.18,19.75,39.61,24.75,1.21,66.6,28.62,32.32,0.93,180.11274390508322,279.04,0.0,
2021-04-06 11:00:00,152.9,252.3,6.35,32.19,20.32,44.34,23.52,1.09,74.52,30.32,28.06,1.88,180.11274390508322,620.12,0.0,
2021-04-06 12:00:00,153.07,255.05,5.88,32.4,20.07,47.96,20.11,1.23,79.61,32.67,21.77,1.4,180.11274390508322,775.09,0.0,
2021-04-06 13:00:00,150.82,248.88,5.57,32.07,19.63,45.59,18.27,1.29,84.12,34.39,18.98,1.13,180.11274390508322,727.53,0.0,
2021-04-06 14:00:00,133.28,239.0,6.12,31.91,20.0,52.92,24.84,1.85,92.42,35.27,17.66,1.31,180.11274390508322,611.52,0.0,
2021-04-06 15:00:00,124.8,236.27,5.39,31.34,19.11,52.4,16.84,1.61,86.52,35.78,17.38,1.48,180.11274390508322,468.12,0.0,
2021-04-06 16:00:00,115.38,230.15,4.28,29.81,17.42,45.45,16.39,1.52,87.38,35.48,18.41,1.6,180.11274390508322,275.67,0.0,
2021-04-07 08:00:00,46.65,86.02,6.27,30.62,19.45,44.12,11.68,1.62,37.62,23.45,59.49,0.48,180.11274390508322,98.62,0.0,
2021-04-07 09:00:00,54.02,112.45,7.08,30.13,19.84,43.67,9.14,1.41,48.96,25.9,49.81,0.96,180.11274390508322,125.88,0.0,
2021-04-07 10:00:00,66.0,121.05,6.29,30.31,19.3,45.26,8.89,1.01,56.8,29.2,33.12,1.54,180.11274390508322,162.44,0.0,
2021-04-07 11:00:00,62.15,117.05,6.39,29.06,18.73,45.2,4.6,1.2,57.18,31.23,23.46,1.42,180.11274390508322,798.7,0.0,
2021-04-07 12:00:00,71.55,105.75,4.58,29.75,17.88,47.92,3.74,1.05,57.26,32.41,19.41,1.12,180.11274390508322,949.8,0.0,
2021-04-07 13:00:00,66.15,145.1,5.03,27.93,17.04,46.42,3.8,1.7,57.21,32.97,18.32,1.53,180.11274390508322,900.62,0.0,
2021-04-07 14:00:00,55.83,108.1,6.73,29.33,19.15,54.53,2.05,0.92,54.95,33.67,15.02,1.7,180.11274390508322,793.67,0.0,
2021-04-07 15:00:00,48.3,98.47,4.96,28.37,17.22,47.14,1.61,1.15,53.92,33.61,10.72,1.79,180.11274390508322,621.5,0.0,
2021-04-07 16:00:00,44.05,86.8,3.97,27.76,16.09,42.3,7.29,1.2,52.51,33.42,11.9,1.73,180.11274390508322,398.6,0.0,
2021-04-08 08:00:00,56.75,94.88,4.01,33.17,18.94,40.02,17.07,1.17,37.81,23.48,37.72,1.26,180.11274390508322,80.35,0.0,
2021-04-08 09:00:00,57.73,96.9,5.66,31.02,19.16,38.52,10.24,0.86,45.34,26.74,22.92,1.61,180.11274390508322,100.99,0.0,
2021-04-08 10:00:00,45.3,87.45,4.44,30.42,17.87,35.76,4.14,1.22,47.11,29.07,13.62,1.67,180.11274390508322,119.93,0.0,
2021-04-08 11:00:00,34.9,78.95,4.42,31.1,18.2,37.21,2.83,1.22,47.9,30.65,8.74,1.64,180.11274390508322,819.04,0.0,
2021-04-08 12:00:00,33.62,67.88,5.45,31.19,18.94,39.81,2.23,1.09,48.08,31.75,6.46,1.6,180.11274390508322,,0.0,
2021-04-08 13:00:00,28.6,63.08,5.86,30.88,19.25,42.26,2.34,0.81,48.65,32.44,5.17,1.65,180.11274390508322,961.68,0.0,
2021-04-08 14:00:00,25.77,59.78,7.44,34.09,22.2,56.19,1.68,0.76,48.49,32.97,5.02,1.42,180.11274390508322,842.58,0.0,
2021-04-08 15:00:00,23.85,54.72,5.99,37.14,22.63,59.59,4.62,0.79,48.27,33.41,5.16,1.47,180.11274390508322,659.09,0.0,
2021-04-08 16:00:00,26.15,54.18,5.13,33.26,19.9,45.23,1.43,1.43,48.48,33.09,5.75,1.82,180.11274390508322,430.91,0.0,
2021-04-09 08:00:00,58.72,90.63,5.05,33.59,20.01,35.35,15.77,1.04,42.38,24.81,29.7,0.98,180.11274390508322,60.16,0.0,
2021-04-09 09:00:00,57.97,105.1,5.96,31.11,19.45,38.08,9.33,1.12,48.23,28.45,21.68,1.01,180.11274390508322,75.32,0.0,
2021-04-09 10:00:00,54.42,95.02,5.13,30.02,18.21,41.84,8.55,1.19,47.13,30.97,13.32,1.23,180.11274390508322,92.84,0.0,
2021-04-09 11:00:00,45.03,89.05,5.73,31.14,19.29,46.71,9.82,1.28,45.31,32.4,9.47,1.25,180.11274390508322,856.08,0.0,
2021-04-09 12:00:00,41.55,72.7,5.32,30.92,18.83,42.04,7.75,1.3,43.77,33.41,7.85,1.13,180.11274390508322,995.03,0.0,
2021-04-09 13:00:00,44.15,68.67,4.97,29.5,17.81,35.5,9.95,1.48,43.17,34.12,7.06,1.22,180.11274390508322,946.03,0.0,
2021-04-09 14:00:00,35.92,67.4,3.98,29.54,16.99,36.05,1.73,1.25,43.05,34.69,6.96,1.19,180.11274390508322,818.8,0.0,
2021-04-09 15:00:00,30.73,56.42,5.19,29.23,17.84,34.92,2.35,1.21,42.02,34.73,6.92,1.35,180.11274390508322,579.94,0.0,
2021-04-09 16:00:00,29.42,56.55,5.04,28.85,17.53,31.06,2.24,0.83,42.67,34.63,7.05,1.61,180.11274390508322,420.51,0.0,
2021-04-10 08:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 09:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 10:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 11:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 12:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 13:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 14:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 15:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-10 16:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-11 08:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-11 09:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-11 10:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-11 11:00:00,,,,,,,,,,,,,180.11274390508322,,0.0,
2021-04-11 12:00:00,95.13,155.07,1.6,39.04,8.54,25.97,5.54,1.4,42.76,35.7,7.96,1.94,180.11274390508322,927.6,0.0,
2021-04-11 13:00:00,138.8,159.8,3.73,58.13,27.82,23.27,6.62,1.21,43.2,35.97,7.5,2.13,180.11274390508322,881.86,0.0,
2021-04-11 14:00:00,40.12,143.47,4.44,30.01,17.65,25.45,2.9,1.43,43.03,36.61,7.3,2.13,180.11274390508322,760.93,0.0,
2021-04-11 15:00:00,39.58,124.52,4.81,25.48,15.59,23.29,4.79,1.19,46.22,36.49,7.53,2.37,180.11274390508322,579.41,0.0,
2021-04-11 16:00:00,29.77,118.0,4.83,26.3,16.03,23.63,5.07,1.36,47.95,36.34,8.09,2.23,180.11274390508322,361.66,0.0,
2021-04-12 08:00:00,111.38,207.5,5.98,38.57,23.37,26.69,17.18,1.99,36.91,26.83,28.86,1.13,180.11274390508322,109.66,0.0,
2021-04-12 09:00:00,118.03,187.2,6.33,33.16,20.82,27.79,10.03,2.03,46.19,31.52,19.68,1.44,180.11274390508322,150.2,0.0,
2021-04-12 10:00:00,115.2,188.9,4.79,31.41,18.66,27.87,9.1,1.16,52.09,34.14,14.64,1.49,180.11274390508322,196.31,0.0,
2021-04-12 11:00:00,,,4.83,30.64,18.29,26.32,6.83,1.58,53.32,35.85,10.99,0.92,180.11274390508322,760.23,0.0,
2021-04-12 12:00:00,137.6,142.3,4.9,27.93,16.94,26.0,6.83,1.39,53.48,36.35,9.52,0.92,180.11274390508322,881.99,0.0,
2021-04-12 13:00:00,,,4.11,28.37,16.52,25.52,7.53,1.43,52.49,37.06,8.98,1.02,180.11274390508322,832.52,0.0,
2021-04-12 14:00:00,,,4.33,26.7,15.84,24.15,5.96,1.37,52.61,37.42,8.66,0.85,180.11274390508322,702.4,0.0,
2021-04-12 15:00:00,,,4.73,25.25,15.4,23.78,5.46,1.1,49.77,37.38,8.59,2.29,180.11274390508322,559.76,0.0,
2021-04-12 16:00:00,,,5.1,25.02,15.58,23.8,4.54,0.94,50.09,37.13,9.06,2.04,180.11274390508322,349.13,0.0,
2021-04-13 08:00:00,137.3,223.6,5.19,46.98,27.13,24.46,32.83,1.05,33.94,26.53,25.9,1.0,180.11274390508322,,0.0,
2021-04-13 09:00:00,134.48,228.27,6.26,41.43,25.09,26.7,26.94,1.64,51.73,26.53,25.9,1.18,180.11274390508322,,0.0,
2021-04-13 10:00:00,131.0,214.6,4.34,35.33,20.35,27.16,10.71,1.61,60.32,26.53,25.9,1.1,180.11274390508322,,0.0,
2021-04-13 11:00:00,142.32,174.5,4.85,30.3,18.13,26.72,5.91,1.44,55.23,32.32,16.38,1.36,180.11274390508322,780.49,0.0,
2021-04-13 12:00:00,138.2,141.3,4.36,29.14,17.13,26.35,4.14,1.38,52.24,36.23,10.21,1.24,180.11274390508322,913.9,0.0,
2021-04-13 13:00:00,,,4.95,27.03,16.51,25.32,3.65,1.62,48.53,37.01,9.52,1.94,180.11274390508322,875.99,0.0,
2021-04-13 14:00:00,,,4.37,25.98,15.48,23.77,2.5,1.66,47.44,37.34,9.39,2.42,180.11274390508322,764.64,0.0,
2021-04-13 15:00:00,,,5.7,24.8,15.94,23.65,3.29,0.97,47.91,37.38,9.66,2.27,180.11274390508322,521.28,0.0,
2021-04-13 16:00:00,,,5.4,24.63,15.61,23.86,3.83,1.06,48.32,37.16,9.98,2.14,180.11274390508322,341.84,0.0,
2021-04-14 08:00:00,116.45,173.48,3.85,35.48,20.03,24.73,30.37,1.31,40.36,26.26,33.76,1.71,180.11274390508322,123.39,0.0,
2021-04-14 09:00:00,114.93,177.78,5.88,32.53,20.13,26.8,24.7,1.77,51.71,29.8,26.88,1.31,180.11274390508322,161.88,0.0,
2021-04-14 10:00:00,112.0,178.45,5.46,30.44,18.7,26.61,8.65,1.56,58.91,33.64,18.78,1.43,180.11274390508322,228.56,0.0,
2021-04-14 11:00:00,93.2,172.9,5.09,28.68,17.48,31.29,5.16,1.73,55.97,35.48,14.05,1.6,180.11274390508322,707.52,0.0,
2021-04-14 12:00:00,,,5.89,28.6,18.08,36.31,4.27,1.48,54.91,36.39,12.33,1.51,180.11274390508322,885.48,0.0,
2021-04-14 13:00:00,,,5.03,27.6,16.87,35.08,4.22,1.03,51.77,37.7,10.27,0.84,180.11274390508322,844.57,0.0,
2021-04-14 14:00:00,,,4.27,27.49,16.19,31.96,2.95,1.4,47.08,38.15,9.0,1.56,180.11274390508322,648.53,0.0,
2021-04-14 15:00:00,,,6.46,28.14,18.3,45.35,4.34,1.13,47.44,37.85,9.29,2.34,180.11274390508322,455.25,0.0,
2021-04-14 16:00:00,46.35,86.65,4.4,27.5,16.31,39.03,9.91,1.84,49.77,37.13,10.59,2.31,180.11274390508322,249.53,0.0,
2021-04-15 08:00:00,141.35,250.3,5.21,39.35,23.15,24.62,31.12,1.85,34.52,28.0,25.66,0.33,180.11274390508322,130.88,0.0,
2021-04-15 09:00:00,146.38,253.93,5.51,36.93,22.13,29.08,27.49,1.75,49.87,30.68,22.92,0.41,180.11274390508322,156.92,0.0,
2021-04-15 10:00:00,137.3,241.8,5.65,36.43,21.98,39.0,23.74,1.75,73.88,33.62,17.78,0.65,180.11274390508322,209.88,0.0,
2021-04-15 11:00:00,136.07,233.4,,,,,20.57,1.16,87.29,35.52,12.82,1.03,180.11274390508322,747.49,0.0,
2021-04-15 12:00:00,128.2,227.1,,,,,9.43,1.56,82.69,36.65,12.25,1.72,180.11274390508322,856.27,0.0,
2021-04-15 13:00:00,119.85,221.68,4.25,41.36,23.81,162.49,9.11,1.05,77.11,37.24,10.99,2.09,180.11274390508322,760.57,0.0,
2021-04-15 14:00:00,116.0,218.03,4.71,31.62,18.71,84.72,4.32,0.69,62.12,37.99,7.62,2.73,180.11274390508322,720.49,0.0,
2021-04-15 15:00:00,101.25,211.27,5.0,28.56,17.35,77.66,3.87,1.1,62.44,37.97,7.68,2.52,180.11274390508322,514.12,0.0,
2021-04-15 16:00:00,96.35,206.35,4.75,29.16,17.46,75.83,10.02,1.34,60.28,37.49,7.53,2.49,180.11274390508322,325.56,0.0,
2021-04-16 08:00:00,118.03,246.38,5.25,40.26,23.66,75.57,26.95,1.45,42.73,,,0.88,180.11274390508322,,0.0,
2021-04-16 09:00:00,121.4,241.82,5.79,36.45,22.1,84.31,26.12,1.34,58.49,21.82,13.1,0.96,180.11274390508322,193.44,0.0,
2021-04-16 10:00:00,113.12,222.8,5.28,34.51,20.68,86.48,29.09,1.28,69.68,33.87,17.21,1.13,180.11274390508322,254.67,0.0,
2021-04-16 11:00:00,104.7,224.15,5.35,32.59,19.73,81.08,32.21,1.43,77.06,35.57,14.19,1.39,180.11274390508322,665.97,0.0,
2021-04-16 12:00:00,92.0,232.23,5.35,30.47,18.62,78.81,16.56,1.04,72.08,36.45,12.26,1.71,180.11274390508322,597.84,0.0,
2021-04-16 13:00:00,93.7,215.35,5.03,29.55,17.89,76.71,9.26,0.75,64.05,36.92,10.96,1.85,180.11274390508322,512.13,0.0,
2021-04-16 14:00:00,93.22,216.93,4.63,27.74,16.62,66.53,5.69,0.9,57.17,36.14,11.51,1.89,180.11274390508322,189.61,0.0,
2021-04-16 15:00:00,96.17,237.82,4.78,26.24,15.95,71.11,6.28,1.15,54.2,33.4,17.48,1.95,180.11274390508322,67.91,0.0,
2021-04-16 16:00:00,117.38,424.35,5.52,28.85,17.91,81.63,3.85,1.21,45.68,26.34,42.54,2.46,180.11274390508322,25.39,0.12,
2021-04-17 08:00:00,34.38,64.15,7.47,35.51,22.97,81.91,9.87,1.41,16.25,19.88,99.57,0.57,180.11274390508322,108.92,0.12,
2021-04-17 09:00:00,44.67,68.12,6.27,32.33,20.34,89.92,8.82,1.88,40.19,24.13,77.01,0.73,180.11274390508322,100.59,0.0,
2021-04-17 10:00:00,49.88,63.2,6.04,30.5,19.2,87.79,5.8,1.57,62.78,27.07,51.28,1.27,180.11274390508322,150.93,0.0,
2021-04-17 11:00:00,55.17,59.85,5.36,29.93,18.35,92.93,3.94,1.56,69.94,28.2,44.51,2.2,180.11274390508322,864.67,0.0,
2021-04-17 12:00:00,56.13,58.05,4.45,29.25,17.26,91.37,3.75,1.64,74.73,29.43,30.46,2.83,180.11274390508322,964.26,0.0,
2021-04-17 13:00:00,58.85,64.17,4.32,29.4,17.23,86.33,3.81,1.52,72.83,30.39,,2.46,180.11274390508322,926.42,0.0,
2021-04-17 14:00:00,51.9,71.42,4.36,26.66,15.83,75.7,2.01,1.03,70.69,31.16,,2.65,180.11274390508322,805.46,0.0,
2021-04-17 15:00:00,55.2,79.17,5.12,26.11,16.16,80.75,1.87,1.26,70.03,31.35,22.05,3.03,180.11274390508322,640.85,0.0,
2021-04-17 16:00:00,59.75,79.2,4.06,26.17,15.33,76.31,1.26,0.74,66.68,31.36,24.23,3.19,180.11274390508322,430.34,0.0,
2021-04-18 08:00:00,97.1,191.52,6.23,41.96,25.34,81.53,32.14,1.39,48.84,25.68,43.96,0.67,180.11274390508322,86.98,0.0,
2021-04-18 09:00:00,115.95,199.77,4.88,38.17,22.27,85.44,21.71,1.21,74.56,28.22,36.05,0.6,180.11274390508322,113.44,0.0,
2021-04-18 10:00:00,118.68,182.3,6.8,32.58,20.9,86.43,6.86,1.12,75.02,30.07,28.76,0.56,180.11274390508322,142.37,0.0,
2021-04-18 11:00:00,98.42,150.62,3.7,29.69,16.89,77.8,6.09,1.01,72.61,31.47,24.0,0.77,180.11274390508322,792.06,0.0,
2021-04-18 12:00:00,79.68,120.52,3.6,29.84,16.88,77.91,5.09,1.15,73.25,32.37,20.17,0.7,180.11274390508322,898.67,0.0,
2021-04-18 13:00:00,73.25,106.03,5.16,27.43,16.89,75.86,6.02,1.2,73.04,33.23,18.57,0.94,180.11274390508322,852.52,0.0,
2021-04-18 14:00:00,67.22,88.15,3.88,26.51,15.37,67.48,4.54,1.03,72.12,33.88,17.18,1.18,180.11274390508322,726.34,0.0,
2021-04-18 15:00:00,62.0,84.07,3.99,26.11,15.25,71.17,5.1,1.56,71.12,34.22,16.3,1.54,180.11274390508322,564.26,0.0,
2021-04-18 16:00:00,62.78,95.32,5.34,24.83,15.67,72.52,4.55,1.32,70.1,34.06,16.14,1.89,180.11274390508322,359.5,0.0,
2021-04-19 08:00:00,103.0,193.57,5.85,33.78,20.77,70.06,18.61,1.41,49.57,27.12,35.21,1.1,180.11274390508322,93.26,0.0,
2021-04-19 09:00:00,99.2,166.22,6.8,29.92,19.51,75.11,8.2,1.47,63.34,30.34,27.12,1.1,180.11274390508322,129.34,0.0,
2021-04-19 10:00:00,87.5,140.5,4.33,29.44,17.26,73.56,4.96,1.38,69.16,32.42,21.89,1.32,180.11274390508322,179.17,0.0,
2021-04-19 11:00:00,76.92,131.97,5.0,26.94,16.5,68.34,3.9,1.56,71.53,33.42,19.7,2.44,180.11274390508322,827.32,0.0,
2021-04-19 12:00:00,69.4,129.38,5.71,26.74,16.97,71.59,4.14,1.25,70.21,34.74,17.54,1.81,180.11274390508322,932.66,0.0,
2021-04-19 13:00:00,63.3,127.93,4.8,26.38,16.04,70.02,4.26,1.28,68.95,35.27,16.14,1.95,180.11274390508322,859.86,0.0,
2021-04-19 14:00:00,55.9,125.38,3.88,24.35,14.24,61.95,3.06,1.28,67.61,35.75,14.29,1.98,180.11274390508322,733.08,0.0,
2021-04-19 15:00:00,59.55,128.9,4.4,25.63,15.33,63.64,2.89,1.3,67.28,35.75,13.43,2.61,180.11274390508322,553.46,0.0,
2021-04-19 16:00:00,60.45,134.68,4.22,26.07,15.42,65.96,4.17,1.6,65.99,35.84,12.87,2.03,180.11274390508322,378.08,0.0,
2021-04-20 08:00:00,103.93,181.62,4.84,28.06,16.96,60.11,5.49,1.56,46.98,26.0,33.55,1.72,180.11274390508322,116.5,0.0,
2021-04-20 09:00:00,93.3,166.65,5.01,27.31,16.71,62.7,4.37,1.68,49.9,30.07,22.7,1.36,180.11274390508322,245.07,0.0,
2021-04-20 10:00:00,65.08,142.6,4.78,26.49,16.09,62.25,2.15,1.47,52.05,31.98,18.17,1.35,180.11274390508322,295.51,0.0,
2021-04-20 11:00:00,56.45,131.6,5.88,26.45,16.95,62.47,5.25,1.66,57.96,32.91,18.67,1.71,180.11274390508322,781.64,0.0,
2021-04-20 12:00:00,55.6,132.3,5.6,25.93,16.45,63.6,3.64,1.41,56.93,32.58,17.12,1.76,180.11274390508322,365.79,0.0,
2021-04-20 13:00:00,48.6,124.72,4.48,25.08,15.11,61.62,3.54,1.4,57.43,32.57,16.18,1.16,180.11274390508322,169.29,0.0,
2021-04-20 14:00:00,45.45,120.9,4.24,22.91,13.78,52.45,4.42,1.33,56.45,32.11,15.6,2.12,180.11274390508322,275.84,0.0,
2021-04-20 15:00:00,51.48,131.48,5.04,23.7,14.84,58.75,9.86,1.16,59.69,31.57,17.58,1.22,180.11274390508322,112.41,0.0,
2021-04-20 16:00:00,63.2,626.1,3.58,28.06,13.59,54.49,2.27,1.87,24.71,24.27,48.94,4.43,180.11274390508322,43.97,0.0,
2021-04-21 08:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-21 09:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-21 10:00:00,57.9,411.2,,62.05,0.43,2.09,,0.04,21.67,,,,180.11274390508322,,0.0,
2021-04-21 11:00:00,48.9,89.2,5.93,37.2,21.26,70.95,2.83,1.04,13.64,,,,180.11274390508322,,0.0,
2021-04-21 12:00:00,,,5.37,30.34,20.14,100.74,4.83,1.71,35.91,,,1.5,180.11274390508322,,0.0,
2021-04-21 13:00:00,,,,,,,8.2,2.15,82.05,27.51,43.4,1.36,180.11274390508322,676.31,0.0,
2021-04-21 14:00:00,49.6,59.5,18.2,23.31,20.16,66.61,1.48,1.35,82.3,28.07,39.99,1.22,180.11274390508322,525.96,0.0,
2021-04-21 15:00:00,49.95,58.07,5.01,28.57,17.36,75.88,1.9,0.98,80.13,28.73,36.84,1.31,180.11274390508322,439.18,0.0,
2021-04-21 16:00:00,52.67,59.42,5.21,27.36,16.89,75.71,2.14,1.23,79.3,28.61,36.65,1.4,180.11274390508322,304.69,0.0,
2021-04-22 08:00:00,81.35,133.68,4.07,36.74,20.8,75.02,24.32,1.3,52.23,24.18,55.69,1.46,180.11274390508322,91.78,0.0,
2021-04-22 09:00:00,84.65,127.7,4.35,31.12,18.16,78.11,11.01,1.48,65.61,26.6,43.11,1.31,180.11274390508322,125.59,0.0,
2021-04-22 10:00:00,82.85,107.8,6.0,28.15,17.94,76.07,10.02,0.9,72.49,27.63,39.19,1.69,180.11274390508322,198.78,0.0,
2021-04-22 11:00:00,74.95,102.4,4.37,28.3,16.7,73.13,14.86,1.72,77.84,28.54,36.53,1.52,180.11274390508322,744.96,0.0,
2021-04-22 12:00:00,72.35,105.35,3.75,25.65,14.82,64.78,14.85,0.76,80.05,29.74,32.32,1.19,180.11274390508322,779.31,0.0,
2021-04-22 13:00:00,69.2,112.17,4.92,25.3,15.57,72.31,14.29,1.3,81.04,30.42,29.86,1.51,180.11274390508322,724.19,0.0,
2021-04-22 14:00:00,72.22,109.8,4.55,24.45,14.84,66.02,11.5,1.08,81.16,31.21,27.07,1.7,180.11274390508322,709.44,0.0,
2021-04-22 15:00:00,68.7,108.02,4.43,24.82,14.93,68.13,10.28,1.25,79.26,31.84,24.69,1.21,180.11274390508322,521.62,0.0,
2021-04-22 16:00:00,63.2,109.47,4.84,25.55,15.65,68.12,9.82,1.09,80.91,31.66,25.05,1.1,180.11274390508322,241.86,0.0,
2021-04-23 08:00:00,47.42,124.95,5.5,24.04,15.39,65.42,3.82,1.46,40.94,18.93,82.67,2.32,180.11274390508322,142.02,0.0,
2021-04-23 09:00:00,40.45,91.65,5.12,26.08,16.15,70.58,4.78,1.01,41.5,20.27,74.31,2.79,180.11274390508322,168.49,0.0,
2021-04-23 10:00:00,34.45,85.38,5.37,24.94,15.75,69.14,3.25,1.49,52.77,23.19,55.98,3.46,180.11274390508322,282.76,0.0,
2021-04-23 11:00:00,36.95,84.72,4.75,24.56,15.06,66.02,3.97,0.99,57.31,24.76,48.79,3.65,180.11274390508322,796.25,0.0,
2021-04-23 12:00:00,47.88,94.9,4.79,21.24,13.36,54.13,3.74,1.42,57.79,25.35,47.78,3.44,180.11274390508322,876.95,0.0,
2021-04-23 13:00:00,49.95,96.9,5.21,21.93,14.04,62.21,5.14,1.48,61.01,25.98,45.38,3.25,180.11274390508322,871.81,0.0,
2021-04-23 14:00:00,43.38,92.22,5.04,22.96,14.45,63.79,3.95,1.27,65.59,27.07,41.09,2.68,180.11274390508322,748.77,0.0,
2021-04-23 15:00:00,37.52,88.8,5.16,23.52,14.84,67.05,7.79,1.21,68.89,28.1,34.78,2.03,180.11274390508322,576.51,0.0,
2021-04-23 16:00:00,37.8,83.15,4.63,25.72,15.56,65.8,11.15,1.68,70.49,28.37,33.62,1.64,180.11274390508322,370.24,0.0,
2021-04-24 08:00:00,70.95,111.65,4.65,27.25,16.38,56.27,18.46,1.15,48.13,23.56,49.06,1.17,180.11274390508322,55.72,0.0,
2021-04-24 09:00:00,68.43,101.4,5.07,25.56,15.84,60.48,8.13,1.44,57.56,26.22,33.71,1.59,180.11274390508322,71.84,0.0,
2021-04-24 10:00:00,56.15,81.73,3.9,24.85,14.52,57.4,3.59,0.94,59.03,27.68,26.55,1.95,180.11274390508322,97.85,0.0,
2021-04-24 11:00:00,50.67,70.87,5.19,24.67,15.47,55.43,3.76,1.07,57.33,28.5,22.56,1.94,180.11274390508322,760.91,0.0,
2021-04-24 12:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-04-24 13:00:00,,,,,,,,,,,,,180.11274390508322,,0.0,
2021-04-24 14:00:00,52.97,78.87,0.68,80.26,3.34,31.84,,2.95,5.72,,,,180.11274390508322,,0.0,
2021-04-24 15:00:00,62.1,95.0,5.24,33.79,20.45,34.23,,2.25,4.4,,,,180.11274390508322,,0.0,
2021-04-24 16:00:00,52.73,88.27,5.53,43.25,25.45,25.37,0.99,4.34,3.73,,,,180.11274390508322,,0.0,
2021-04-25 08:00:00,119.57,183.03,3.52,35.19,19.61,34.76,2.42,0.99,0.27,,,,180.11274390508322,,0.0,
2021-04-25 09:00:00,110.32,162.6,5.31,35.75,21.35,35.21,2.88,1.58,1.18,,,,180.11274390508322,,0.0,
2021-04-25 10:00:00,92.57,152.8,5.78,34.4,21.03,36.74,1.19,1.59,1.76,,,,180.11274390508322,,0.0,
2021-04-25 11:00:00,80.03,137.47,6.42,32.56,20.59,37.16,1.33,1.05,2.05,,,,180.11274390508322,,0.0,
2021-04-25 12:00:00,69.92,119.25,5.95,32.18,20.0,39.16,1.21,1.1,1.78,,,,180.11274390508322,,0.0,
2021-04-25 13:00:00,53.9,116.33,5.59,30.55,18.86,39.01,1.06,1.89,1.7,,,,180.11274390508322,,0.0,
2021-04-25 14:00:00,49.35,109.28,4.58,27.53,16.46,35.75,1.02,1.31,1.65,,,,180.11274390508322,,0.0,
2021-04-25 15:00:00,51.67,96.97,5.29,27.12,16.83,35.17,1.14,1.01,1.22,,,,180.11274390508322,,0.0,
2021-04-25 16:00:00,44.32,87.37,5.56,25.54,16.22,35.32,0.93,1.18,1.33,,,,180.11274390508322,,0.0,
2021-04-26 08:00:00,153.85,230.7,4.84,25.69,15.72,40.03,2.9,1.69,0.45,,,,180.11274390508322,,0.0,
2021-04-26 09:00:00,160.3,234.6,6.68,25.97,17.35,45.48,5.02,1.4,3.03,,,,180.11274390508322,,0.0,
2021-04-26 10:00:00,,,6.55,28.07,18.34,62.31,0.5,1.12,,33.98,16.83,1.06,180.11274390508322,196.94,0.0,
2021-04-26 11:00:00,66.2,174.4,8.46,92.53,92.87,60.46,14.7,2.01,40.42,35.2,14.78,1.68,180.11274390508322,818.57,0.0,
2021-04-26 12:00:00,76.12,202.6,,,,,14.8,1.07,121.5,36.46,12.74,1.92,180.11274390508322,885.22,0.0,
2021-04-26 13:00:00,83.22,217.15,9.18,37.31,25.42,121.69,7.94,1.36,103.88,37.22,11.52,2.11,180.11274390508322,838.7,0.0,
2021-04-26 14:00:00,86.22,188.67,5.07,32.83,19.63,61.66,9.25,1.33,94.24,37.86,10.12,2.09,180.11274390508322,724.46,0.0,
2021-04-26 15:00:00,75.38,190.7,4.58,31.96,18.78,58.14,12.34,1.27,92.89,38.28,9.09,1.86,180.11274390508322,563.62,0.0,
2021-04-26 16:00:00,62.45,202.23,4.51,30.55,17.99,49.04,6.94,1.13,88.94,38.1,9.32,1.78,180.11274390508322,355.04,0.0,
2021-04-27 08:00:00,307.88,417.68,5.56,53.45,30.8,61.63,41.68,1.66,79.54,29.6,26.25,0.77,180.11274390508322,114.54,0.0,
2021-04-27 09:00:00,284.98,400.2,4.63,43.07,24.63,61.15,28.39,1.29,100.46,33.03,20.37,0.61,180.11274390508322,147.61,0.0,
2021-04-27 10:00:00,233.0,346.7,5.05,33.78,20.11,53.7,17.37,1.45,106.32,35.27,16.43,0.93,180.11274390508322,191.96,0.0,
