From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),RF (mm),AT (degree C)
2021-01-01 08:00:00,101.6,123.53,7.46,31.75,21.0,69.93,4.58,0.93,5.83,3.58,,0.51,180.11274390508322,49.68,0.0,
2021-01-01 09:00:00,98.22,116.28,9.19,33.45,23.28,75.62,4.39,1.48,6.83,4.37,,0.58,180.11274390508322,101.97,0.12,
2021-01-01 10:00:00,94.65,109.72,12.04,33.56,25.64,61.1,1.93,1.52,17.06,5.57,,0.52,180.11274390508322,146.56,0.0,
2021-01-01 11:00:00,109.83,121.4,9.96,36.4,25.45,54.58,9.32,1.74,16.26,6.56,,0.51,180.11274390508322,152.01,0.0,
2021-01-01 12:00:00,126.38,131.05,9.01,36.21,24.58,58.5,8.06,1.61,18.05,7.63,,0.62,180.11274390508322,241.56,0.0,
2021-01-01 13:00:00,130.5,132.6,8.03,32.87,22.05,52.76,7.95,1.63,25.53,8.51,,0.86,180.11274390508322,250.33,0.0,
2021-01-01 14:00:00,145.93,151.0,7.43,35.14,22.74,59.66,7.54,1.19,22.21,8.72,,0.89,180.11274390508322,140.07,0.0,
2021-01-01 15:00:00,,,,,,,,,,,,,180.11274390508322,,0.0,
2021-01-01 16:00:00,144.1,156.8,8.06,94.11,17.31,28.59,,1.28,24.09,,,,180.11274390508322,,0.0,
2021-01-02 08:00:00,208.23,213.43,6.0,42.85,25.61,91.11,19.3,2.03,8.39,9.21,,0.73,180.11274390508322,40.2,0.62,
2021-01-02 09:00:00,210.0,214.85,6.66,40.12,24.73,92.37,24.27,2.06,9.66,10.01,,0.5,180.11274390508322,75.64,0.0,
2021-01-02 10:00:00,215.9,220.53,5.48,40.13,23.77,93.64,21.33,1.71,10.89,11.19,,0.67,180.11274390508322,76.84,0.0,
2021-01-02 11:00:00,219.1,223.5,4.92,33.71,19.96,67.93,24.63,0.86,13.73,12.33,99.65,1.33,180.11274390508322,176.21,0.0,
2021-01-02 12:00:00,,,5.16,32.59,19.59,64.46,31.54,1.24,17.54,14.83,93.04,1.08,180.11274390508322,271.21,0.0,
2021-01-02 13:00:00,,,5.51,30.48,18.77,67.0,35.13,1.02,19.09,15.06,79.96,1.67,180.11274390508322,267.56,0.0,
2021-01-02 14:00:00,192.0,196.47,5.28,35.7,21.3,87.24,39.18,1.97,18.28,14.64,75.98,1.34,180.11274390508322,128.0,0.0,
2021-01-02 15:00:00,178.25,182.07,5.49,36.85,22.07,93.93,61.86,1.7,17.6,15.23,64.17,0.88,180.11274390508322,81.08,0.0,
2021-01-02 16:00:00,143.75,156.97,4.31,38.06,21.75,85.56,24.86,1.43,16.15,14.96,63.12,0.63,180.11274390508322,26.81,0.0,
2021-01-03 08:00:00,191.4,220.8,5.82,37.02,22.42,80.26,31.88,1.41,11.4,13.7,69.84,1.62,180.11274390508322,10.12,0.0,
2021-01-03 09:00:00,165.85,194.25,5.5,33.67,20.43,86.08,36.78,1.61,15.4,14.69,83.44,1.67,180.11274390508322,38.27,0.0,
2021-01-03 10:00:00,156.5,172.7,4.43,28.43,16.81,80.9,32.79,1.33,16.96,15.61,98.94,1.85,180.11274390508322,105.11,0.0,
2021-01-03 11:00:00,,,4.5,21.85,13.43,62.77,29.06,2.0,18.7,16.66,99.13,2.1,180.11274390508322,174.71,0.0,
2021-01-03 12:00:00,97.4,100.3,4.67,20.59,12.91,62.14,28.78,1.51,18.36,17.72,99.13,2.34,180.11274390508322,220.47,0.0,
2021-01-03 13:00:00,81.8,97.7,5.82,20.61,13.86,67.59,31.8,1.78,18.34,18.23,99.13,2.44,180.11274390508322,200.04,0.0,
2021-01-03 14:00:00,76.3,90.42,5.42,24.38,15.5,81.98,26.46,1.38,16.95,18.54,99.13,2.3,180.11274390508322,137.02,0.0,
2021-01-03 15:00:00,72.25,86.62,5.64,24.54,15.76,88.93,26.17,1.61,16.36,18.38,99.2,2.26,180.11274390508322,152.75,0.0,
2021-01-03 16:00:00,63.27,78.98,4.74,24.39,14.96,81.46,23.06,2.66,14.93,18.02,99.55,1.99,180.11274390508322,80.55,0.0,
2021-01-04 08:00:00,44.4,49.4,6.82,32.1,20.66,84.97,18.23,1.42,5.4,13.55,,1.24,180.11274390508322,40.01,0.0,
2021-01-04 09:00:00,45.77,50.23,6.38,29.7,19.03,86.02,26.08,1.57,11.21,15.44,,1.27,180.11274390508322,138.22,0.0,
2021-01-04 10:00:00,47.3,52.52,6.01,24.85,16.22,63.28,16.62,1.47,27.62,17.45,99.69,1.41,180.11274390508322,339.94,0.0,
2021-01-04 11:00:00,46.52,53.27,5.46,20.87,13.7,62.5,42.16,1.99,37.09,19.71,99.51,0.72,180.11274390508322,476.05,0.0,
2021-01-04 12:00:00,48.65,54.95,5.72,20.19,13.55,59.58,26.84,1.53,43.76,20.68,99.21,1.05,180.11274390508322,522.52,0.0,
2021-01-04 13:00:00,50.55,54.05,4.81,21.89,13.71,64.74,40.26,1.22,42.57,21.43,99.13,0.92,180.11274390508322,463.44,0.0,
2021-01-04 14:00:00,49.3,57.3,4.68,20.7,12.98,64.89,27.02,1.37,43.87,21.85,99.13,0.96,180.11274390508322,271.82,0.12,
2021-01-04 15:00:00,52.6,56.98,5.74,26.15,16.69,76.47,16.8,1.81,13.05,21.19,99.32,0.64,180.11274390508322,72.97,0.0,
2021-01-04 16:00:00,50.2,56.73,6.3,33.11,20.77,79.15,41.09,2.0,15.79,19.66,99.71,0.68,180.11274390508322,0.73,1.17,
2021-01-05 08:00:00,,,,,,,,,,,,,180.11274390508322,,,
2021-01-05 09:00:00,,,,,,,,,,,,,180.11274390508322,,0.0,
2021-01-05 10:00:00,26.1,49.05,4.74,31.23,13.69,23.45,8.14,1.8,38.2,7.82,,0.7,180.11274390508322,26.2,0.12,
2021-01-05 11:00:00,80.77,,5.6,26.68,16.85,68.8,10.08,1.7,22.35,15.92,,0.96,180.11274390508322,119.19,0.38,
2021-01-05 12:00:00,90.1,,6.48,26.09,17.25,66.01,14.84,1.69,17.3,16.33,99.84,0.62,180.11274390508322,19.68,1.88,
2021-01-05 13:00:00,26.85,35.45,5.79,25.66,16.47,64.9,33.7,1.03,25.41,15.73,,1.1,180.11274390508322,164.23,0.38,
2021-01-05 14:00:00,17.72,22.85,5.2,17.54,11.75,60.82,16.36,1.97,38.18,16.03,,1.43,180.11274390508322,117.73,0.0,
2021-01-05 15:00:00,,,,,,,,,,,,,180.11274390508322,,0.0,
2021-01-05 16:00:00,9.4,33.4,,31.0,1.17,3.25,,4.28,21.24,,,1.38,180.11274390508322,,0.0,
2021-01-06 08:00:00,47.62,50.55,11.86,32.09,24.73,61.78,18.04,2.1,5.41,13.33,,0.83,180.11274390508322,37.7,0.0,
2021-01-06 09:00:00,56.28,59.6,18.51,34.81,31.52,60.17,20.68,1.74,6.49,14.06,,0.33,180.11274390508322,32.11,0.0,
2021-01-06 10:00:00,61.0,63.9,33.85,36.33,44.71,48.96,12.48,1.46,11.93,14.74,,0.41,180.11274390508322,67.31,0.0,
2021-01-06 11:00:00,83.85,92.25,29.91,50.46,48.9,62.23,29.91,1.26,9.06,15.61,,0.21,180.11274390508322,59.37,0.0,
2021-01-06 12:00:00,101.95,109.68,25.44,54.86,47.6,47.84,13.17,1.32,28.54,15.96,,0.55,180.11274390508322,101.94,0.0,
2021-01-06 13:00:00,121.1,129.25,13.21,35.58,27.64,59.58,31.77,1.37,18.91,17.12,,0.67,180.11274390508322,279.17,0.0,
2021-01-06 14:00:00,119.95,127.88,7.69,36.25,23.53,68.08,19.54,1.62,17.27,18.16,99.63,0.33,180.11274390508322,277.64,0.0,
2021-01-06 15:00:00,115.3,122.32,6.68,38.24,23.75,74.84,16.72,1.85,10.36,18.01,,0.66,180.11274390508322,106.99,0.0,
2021-01-06 16:00:00,108.35,120.9,4.97,35.88,21.15,77.56,25.51,1.58,14.73,17.3,,0.93,180.11274390508322,36.89,0.0,
2021-01-07 08:00:00,85.72,98.43,6.78,30.55,19.82,68.19,19.55,1.81,11.27,14.2,,0.68,180.11274390508322,,0.0,
2021-01-07 09:00:00,91.12,109.5,7.32,34.4,22.27,68.95,22.18,1.47,10.96,14.2,,0.95,180.11274390508322,,0.0,
2021-01-07 10:00:00,94.5,111.82,5.26,34.66,20.74,73.04,13.73,1.39,12.87,14.21,,0.94,180.11274390508322,21.59,0.0,
2021-01-07 11:00:00,95.35,107.53,5.04,29.25,15.68,42.91,10.41,0.92,13.18,11.0,,0.98,180.11274390508322,130.94,0.0,
2021-01-07 12:00:00,95.75,107.52,4.21,32.21,17.96,56.55,20.77,2.97,10.17,,,1.02,180.11274390508322,,0.0,
2021-01-07 13:00:00,95.42,109.72,4.75,30.4,18.1,57.75,31.49,3.84,9.88,,,0.88,180.11274390508322,,0.0,
2021-01-07 14:00:00,95.42,111.38,4.52,28.76,17.06,60.54,11.4,2.8,11.02,,,0.92,180.11274390508322,,0.0,
2021-01-07 15:00:00,93.43,106.57,5.3,27.61,17.09,68.33,12.18,2.05,11.14,3.71,,0.98,180.11274390508322,27.42,0.0,
2021-01-07 16:00:00,89.25,101.28,5.39,28.9,17.84,70.81,24.17,1.42,10.14,14.65,,1.08,180.11274390508322,21.86,0.0,
2021-01-08 08:00:00,29.35,49.2,4.36,25.68,15.32,60.28,5.3,1.08,8.83,8.92,,0.5,180.11274390508322,42.7,0.0,
2021-01-08 09:00:00,27.48,46.75,4.46,27.65,16.44,73.01,6.64,1.06,8.02,9.36,,0.33,180.11274390508322,95.91,0.0,
2021-01-08 10:00:00,26.4,42.92,4.56,26.07,15.69,51.22,2.83,1.29,19.27,9.77,,0.51,180.11274390508322,160.61,0.0,
2021-01-08 11:00:00,31.63,41.7,6.48,25.77,17.08,69.0,3.67,1.31,19.19,10.53,,0.48,180.11274390508322,231.0,0.0,
2021-01-08 12:00:00,,,5.08,26.45,16.3,74.7,,2.41,,11.74,,0.39,180.11274390508322,224.74,0.0,
2021-01-08 13:00:00,,,4.22,24.79,14.75,45.63,13.89,3.51,36.6,12.93,,0.33,180.11274390508322,260.4,0.0,
2021-01-08 14:00:00,93.5,94.3,5.62,22.38,14.62,39.78,12.46,,40.93,14.05,99.7,0.62,180.11274390508322,318.01,0.0,
2021-01-08 15:00:00,79.65,103.05,5.46,23.37,15.0,48.53,16.37,2.07,29.22,14.45,99.63,0.73,180.11274390508322,201.43,0.0,
2021-01-08 16:00:00,57.32,99.92,4.71,24.78,15.14,57.79,27.63,1.23,15.78,14.19,99.63,0.46,180.11274390508322,95.31,0.0,
2021-01-09 08:00:00,98.4,128.6,6.28,28.97,18.59,61.54,34.83,1.43,9.47,11.77,,0.99,180.11274390508322,42.94,0.0,
2021-01-09 09:00:00,104.17,134.68,6.15,32.82,20.5,38.42,43.3,1.22,9.18,12.55,,1.18,180.11274390508322,102.32,0.0,
2021-01-09 10:00:00,112.45,137.17,4.09,31.83,18.32,1.67,36.87,1.38,9.76,14.05,99.63,1.19,180.11274390508322,237.44,0.0,
2021-01-09 11:00:00,111.25,140.1,4.0,30.82,17.64,1.71,34.98,1.6,10.36,15.46,99.63,1.25,180.11274390508322,291.94,0.0,
2021-01-09 12:00:00,101.9,139.22,3.2,28.85,15.96,28.11,28.64,1.98,11.22,16.48,99.62,1.28,180.11274390508322,356.98,0.0,
2021-01-09 13:00:00,107.35,139.18,4.08,28.72,16.68,32.19,27.89,1.39,11.97,17.39,99.44,1.71,180.11274390508322,407.56,0.0,
2021-01-09 14:00:00,113.45,148.5,4.29,27.8,16.37,31.42,21.94,1.73,11.31,16.88,99.63,1.83,180.11274390508322,266.35,0.0,
2021-01-09 15:00:00,109.35,146.85,3.7,31.3,17.73,34.36,22.21,1.76,9.51,16.36,99.63,1.49,180.11274390508322,117.26,0.0,
2021-01-09 16:00:00,112.88,148.1,3.81,30.7,17.5,34.07,16.11,1.01,8.9,15.51,99.63,2.17,180.11274390508322,41.07,0.0,
2021-01-10 08:00:00,74.75,85.53,4.37,23.76,14.33,66.79,1.95,1.57,12.74,7.26,,1.62,180.11274390508322,44.05,0.0,
2021-01-10 09:00:00,67.85,89.4,4.67,25.18,15.31,51.55,2.04,1.81,12.04,7.37,99.64,1.72,180.11274390508322,130.28,0.0,
2021-01-10 10:00:00,74.1,94.2,4.38,26.15,15.59,32.06,7.02,1.4,11.22,8.2,99.63,1.65,180.11274390508322,286.63,0.0,
2021-01-10 11:00:00,76.33,90.5,4.86,25.72,15.74,31.43,6.86,1.46,10.46,9.68,99.63,1.81,180.11274390508322,476.74,0.0,
2021-01-10 12:00:00,80.42,99.2,2.94,25.32,13.98,59.67,4.88,1.48,12.29,11.08,99.36,1.81,180.11274390508322,574.82,0.0,
2021-01-10 13:00:00,86.07,108.33,4.16,23.79,14.17,69.32,5.8,1.14,13.68,12.55,99.13,1.63,180.11274390508322,560.08,0.0,
2021-01-10 14:00:00,92.38,118.32,5.03,23.84,14.9,74.09,10.57,1.3,13.76,13.5,99.13,1.61,180.11274390508322,465.37,0.0,
2021-01-10 15:00:00,85.22,119.3,4.5,24.85,15.0,34.54,13.6,1.5,12.63,13.65,99.13,2.16,180.11274390508322,314.25,0.0,
2021-01-10 16:00:00,85.05,109.35,3.96,26.02,15.18,31.42,7.71,1.65,12.41,13.61,99.13,1.78,180.11274390508322,138.09,0.0,
2021-01-11 08:00:00,54.02,84.35,4.92,24.48,15.14,33.16,2.99,1.29,13.92,7.29,,1.86,180.11274390508322,52.59,0.0,
2021-01-11 09:00:00,62.15,86.27,5.2,28.72,17.58,47.74,3.64,1.6,11.9,7.86,99.88,1.53,180.11274390508322,133.8,0.0,
2021-01-11 10:00:00,71.72,96.7,5.86,28.1,17.79,59.6,8.55,1.59,22.14,8.7,99.38,1.7,180.11274390508322,278.98,0.0,
2021-01-11 11:00:00,77.75,105.87,4.91,27.94,16.95,56.32,7.18,1.99,24.82,9.91,99.63,1.85,180.11274390508322,500.52,0.0,
2021-01-11 12:00:00,84.38,108.88,4.18,27.7,16.23,59.17,8.22,1.36,18.31,11.76,99.63,1.42,180.11274390508322,566.2,0.0,
2021-01-11 13:00:00,89.3,116.82,4.8,29.04,17.43,68.61,8.47,1.81,17.34,13.06,99.56,1.5,180.11274390508322,546.75,0.0,
2021-01-11 14:00:00,97.93,116.95,5.37,29.55,18.17,72.38,31.03,1.47,17.67,14.14,99.19,1.36,180.11274390508322,463.06,0.0,
2021-01-11 15:00:00,91.07,124.75,4.71,30.14,17.93,75.26,31.01,0.96,16.2,14.86,99.13,1.67,180.11274390508322,343.29,0.0,
2021-01-11 16:00:00,88.92,124.97,3.99,29.83,17.19,77.72,15.91,1.78,13.66,14.95,99.13,1.48,180.11274390508322,316.53,0.0,
2021-01-12 08:00:00,95.48,104.42,5.9,27.62,17.58,64.47,4.72,1.12,11.23,14.95,99.13,1.3,180.11274390508322,316.53,0.0,
2021-01-12 09:00:00,102.2,116.9,4.74,29.68,17.72,68.7,5.05,1.44,9.31,14.95,99.13,0.72,180.11274390508322,316.53,0.0,
2021-01-12 10:00:00,103.48,124.85,5.56,29.12,18.33,65.62,2.35,1.56,17.82,13.64,99.07,0.97,180.11274390508322,289.79,0.0,
2021-01-12 11:00:00,105.88,129.9,,,,,11.38,0.79,21.57,9.97,99.87,1.17,180.11274390508322,330.16,0.0,
2021-01-12 12:00:00,5.5,8.8,0.53,16.9,16.18,89.06,13.62,1.18,23.23,2.71,99.63,0.89,180.11274390508322,577.85,0.0,
2021-01-12 13:00:00,123.38,145.1,13.46,32.62,26.3,60.73,5.9,1.25,10.69,12.63,99.63,1.33,180.11274390508322,538.35,0.0,
2021-01-12 14:00:00,98.55,152.93,5.08,36.89,21.76,77.92,9.56,1.65,32.52,13.59,99.62,1.6,180.11274390508322,447.4,0.0,
2021-01-12 15:00:00,118.75,135.2,5.48,34.5,20.83,83.1,27.97,0.92,9.4,14.32,99.24,1.38,180.11274390508322,306.7,0.0,
2021-01-12 16:00:00,107.38,138.3,5.74,35.38,21.5,84.35,7.08,1.29,6.2,14.12,99.35,1.02,180.11274390508322,131.94,0.0,
2021-01-13 08:00:00,75.3,81.85,5.23,32.85,19.77,64.24,8.82,1.22,10.02,4.73,,0.39,180.11274390508322,,0.0,
2021-01-13 09:00:00,76.23,92.27,6.01,33.77,20.89,73.84,10.31,1.83,8.11,4.73,,0.36,180.11274390508322,,0.0,
2021-01-13 10:00:00,86.25,103.95,5.28,39.97,23.53,70.18,3.95,1.63,9.95,4.73,,0.55,180.11274390508322,,0.0,
2021-01-13 11:00:00,110.65,134.23,6.81,46.24,28.04,66.73,28.91,1.51,18.86,4.73,,0.65,180.11274390508322,,0.0,
2021-01-13 12:00:00,132.12,162.08,7.05,41.26,25.64,87.23,4.71,1.87,10.25,4.73,,0.53,180.11274390508322,,0.0,
2021-01-13 13:00:00,156.15,176.18,5.79,36.57,22.17,84.97,3.73,1.8,6.31,4.73,,0.87,180.11274390508322,,0.0,
2021-01-13 14:00:00,154.25,172.25,6.55,33.89,21.38,96.87,5.97,1.79,5.0,10.4,99.66,0.68,180.11274390508322,382.04,0.0,
2021-01-13 15:00:00,146.1,166.85,5.24,36.86,22.13,100.77,10.49,0.96,6.87,13.14,99.36,0.71,180.11274390508322,328.78,0.0,
2021-01-13 16:00:00,128.58,159.22,5.61,38.16,22.85,97.65,30.53,1.43,7.66,13.2,99.34,1.09,180.11274390508322,161.04,0.0,
2021-01-14 08:00:00,71.62,95.82,5.78,33.46,20.53,71.83,4.44,1.75,6.14,5.24,,0.43,180.11274390508322,41.77,0.0,
2021-01-14 09:00:00,79.38,101.18,5.64,35.16,21.3,81.39,5.92,1.19,5.35,5.5,,0.42,180.11274390508322,87.48,0.0,
2021-01-14 10:00:00,84.5,114.3,5.46,35.64,21.42,82.62,2.9,1.17,5.46,6.07,,0.64,180.11274390508322,127.28,0.0,
2021-01-14 11:00:00,90.97,122.5,5.71,43.4,25.68,72.09,14.05,2.08,14.32,6.65,,0.59,180.11274390508322,147.8,0.0,
2021-01-14 12:00:00,113.1,123.1,5.53,40.9,24.22,76.54,14.72,1.27,18.1,7.56,,0.42,180.11274390508322,253.46,0.0,
2021-01-14 13:00:00,,,5.94,40.85,24.54,99.26,33.73,0.99,14.81,9.36,,0.61,180.11274390508322,405.74,0.0,
2021-01-14 14:00:00,,,5.86,41.83,24.97,111.68,6.25,1.81,9.62,10.66,,0.86,180.11274390508322,271.24,0.0,
2021-01-14 15:00:00,,,6.42,41.98,25.51,106.47,25.66,0.83,9.51,11.03,,0.7,180.11274390508322,193.54,0.0,
2021-01-14 16:00:00,145.75,154.88,5.79,43.36,25.64,106.36,5.7,1.64,5.23,10.91,,0.89,180.11274390508322,106.85,0.0,
2021-01-15 08:00:00,79.5,111.05,5.98,34.06,21.0,84.27,6.58,1.69,5.48,7.37,,0.63,180.11274390508322,31.36,0.0,
2021-01-15 09:00:00,69.17,107.55,5.95,37.45,22.76,97.06,8.59,2.44,4.69,7.6,,0.5,180.11274390508322,65.28,0.0,
2021-01-15 10:00:00,81.9,112.18,6.34,37.02,22.85,94.83,6.43,1.36,4.54,7.88,,0.44,180.11274390508322,120.47,0.0,
2021-01-15 11:00:00,92.2,114.25,5.93,39.32,23.72,95.21,4.96,1.43,15.87,8.44,,0.45,180.11274390508322,192.23,0.0,
2021-01-15 12:00:00,111.2,124.05,6.54,42.08,25.65,106.97,23.97,1.4,12.36,10.29,,0.47,180.11274390508322,455.14,0.0,
2021-01-15 13:00:00,143.8,145.8,5.9,38.33,23.17,94.84,31.75,1.48,7.84,12.3,,0.91,180.11274390508322,512.5,0.0,
2021-01-15 14:00:00,160.8,172.07,7.54,40.83,25.81,129.72,7.79,1.55,6.45,14.02,99.64,0.61,180.11274390508322,438.76,0.12,
2021-01-15 15:00:00,167.62,208.45,6.49,41.91,25.52,126.23,9.91,1.55,12.73,15.3,99.63,0.57,180.11274390508322,322.23,0.0,
2021-01-15 16:00:00,160.75,202.22,6.34,44.02,26.5,116.85,22.31,1.15,13.67,15.54,99.63,0.38,180.11274390508322,146.3,0.0,
2021-01-16 08:00:00,68.65,88.83,6.08,37.18,22.72,84.66,2.6,1.61,8.02,5.6,,0.77,180.11274390508322,29.04,0.0,
2021-01-16 09:00:00,79.93,86.82,6.91,37.92,23.78,97.74,5.06,1.16,6.67,5.74,,0.71,180.11274390508322,66.39,0.0,
2021-01-16 10:00:00,70.23,90.38,5.19,39.57,23.25,97.78,7.37,1.26,7.02,6.17,,0.84,180.11274390508322,94.7,0.0,
2021-01-16 11:00:00,80.6,95.68,4.3,38.42,21.93,84.02,7.03,1.12,7.28,6.65,,1.1,180.11274390508322,126.11,0.0,
2021-01-16 12:00:00,82.42,91.78,4.77,36.96,21.55,82.11,4.39,1.6,8.71,7.13,,1.19,180.11274390508322,172.22,0.0,
2021-01-16 13:00:00,100.62,108.95,5.38,37.92,22.54,81.88,4.98,1.36,8.21,7.83,,1.39,180.11274390508322,340.34,0.0,
2021-01-16 14:00:00,99.72,114.17,6.76,37.99,23.7,88.82,7.83,1.2,8.02,10.09,,1.02,180.11274390508322,504.07,0.0,
2021-01-16 15:00:00,99.88,106.5,7.36,39.4,24.91,96.7,11.12,1.2,7.0,11.75,99.63,1.04,180.11274390508322,352.4,0.0,
2021-01-16 16:00:00,94.47,98.35,6.75,41.26,25.39,101.05,4.1,1.68,8.79,12.48,99.63,0.42,180.11274390508322,161.94,0.0,
2021-01-17 08:00:00,71.82,97.03,5.73,35.79,21.71,80.1,5.07,1.92,5.09,6.47,,1.2,180.11274390508322,31.67,0.0,
2021-01-17 09:00:00,68.73,92.5,5.88,36.95,22.44,92.39,6.75,1.75,5.67,6.88,,1.13,180.11274390508322,94.84,0.0,
2021-01-17 10:00:00,66.92,79.85,6.02,35.9,22.0,92.48,5.07,1.83,5.4,8.33,,1.36,180.11274390508322,243.98,0.0,
2021-01-17 11:00:00,80.33,83.2,5.21,33.77,20.23,79.78,5.2,1.29,6.13,10.91,99.71,1.5,180.11274390508322,477.71,0.0,
2021-01-17 12:00:00,89.15,94.83,5.25,33.45,20.11,74.47,5.53,1.11,7.95,13.18,99.63,1.4,180.11274390508322,524.1,0.0,
2021-01-17 13:00:00,112.9,114.7,4.34,34.32,19.83,73.3,6.34,1.48,8.9,14.73,99.63,1.58,180.11274390508322,501.35,0.0,
2021-01-17 14:00:00,136.85,145.2,7.24,34.63,22.32,85.42,5.86,1.74,8.23,14.89,99.63,1.73,180.11274390508322,386.44,0.0,
2021-01-17 15:00:00,155.28,173.68,7.86,36.3,23.7,93.48,5.81,1.4,8.14,15.38,99.59,1.46,180.11274390508322,256.07,0.0,
2021-01-17 16:00:00,168.1,209.57,5.63,39.8,23.73,99.77,4.19,1.33,9.11,15.09,99.56,0.88,180.11274390508322,114.87,0.0,
2021-01-18 08:00:00,142.85,179.67,5.33,31.78,19.3,84.48,5.35,1.51,6.39,,,0.66,180.11274390508322,,0.0,
2021-01-18 09:00:00,155.28,177.07,5.25,34.66,20.73,95.49,8.36,1.19,12.25,5.78,,1.0,180.11274390508322,109.34,0.12,
2021-01-18 10:00:00,159.7,179.17,5.67,34.55,21.01,99.0,10.48,1.24,20.54,12.38,,1.43,180.11274390508322,187.01,0.0,
2021-01-18 11:00:00,163.3,183.53,5.38,31.54,19.2,72.68,25.74,1.97,26.52,14.36,99.81,0.93,180.11274390508322,386.38,0.0,
2021-01-18 12:00:00,158.17,171.12,6.92,31.76,20.57,92.18,4.2,1.56,9.12,15.87,99.63,1.16,180.11274390508322,463.23,0.0,
2021-01-18 13:00:00,152.35,172.57,5.35,35.1,21.04,101.94,8.49,1.53,29.92,17.09,99.38,1.31,180.11274390508322,453.52,0.0,
2021-01-18 14:00:00,156.22,168.1,4.24,31.16,18.09,83.09,5.32,1.64,32.65,17.41,99.13,0.96,180.11274390508322,436.53,0.0,
2021-01-18 15:00:00,148.83,167.42,5.69,31.77,19.58,91.65,10.39,1.17,8.58,17.41,99.13,0.88,180.11274390508322,436.53,0.0,
2021-01-18 16:00:00,148.65,160.22,6.51,32.86,20.81,96.82,16.92,1.72,12.61,17.42,99.16,0.58,180.11274390508322,136.43,0.0,
2021-01-19 08:00:00,103.7,131.93,5.39,30.46,18.65,64.34,6.02,1.43,8.43,8.15,,0.95,180.11274390508322,49.64,0.0,
2021-01-19 09:00:00,114.82,137.4,5.22,31.15,18.97,71.93,7.63,1.33,8.15,4.47,,1.14,180.11274390508322,126.33,0.0,
2021-01-19 10:00:00,113.22,147.15,6.49,32.91,20.82,74.51,5.98,1.53,6.67,9.62,,1.25,180.11274390508322,173.21,0.0,
2021-01-19 11:00:00,113.82,145.15,5.17,31.06,18.79,60.02,6.76,1.72,6.2,10.63,,1.3,180.11274390508322,283.71,0.0,
2021-01-19 12:00:00,117.75,140.57,4.44,28.92,17.08,54.74,9.38,1.61,6.26,11.91,,1.88,180.11274390508322,387.27,0.0,
2021-01-19 13:00:00,131.25,144.43,5.25,28.25,17.38,54.52,10.04,1.26,5.83,13.45,,1.89,180.11274390508322,521.06,0.0,
2021-01-19 14:00:00,128.82,147.92,6.17,29.31,18.68,64.66,6.18,1.42,5.81,14.85,,1.61,180.11274390508322,491.79,0.0,
2021-01-19 15:00:00,119.8,148.85,6.15,30.48,19.28,70.73,6.24,1.25,5.36,15.73,99.74,1.34,180.11274390508322,367.93,0.0,
2021-01-19 16:00:00,116.9,140.53,6.05,29.86,18.87,73.73,5.6,1.51,5.32,15.29,99.93,1.42,180.11274390508322,184.3,0.0,
2021-01-20 08:00:00,69.68,95.4,6.34,25.25,16.7,59.95,4.75,1.33,8.83,8.49,,1.67,180.11274390508322,21.6,0.0,
2021-01-20 09:00:00,70.23,96.05,4.52,28.24,16.79,66.7,7.03,1.24,8.24,8.67,,1.61,180.11274390508322,55.45,0.0,
2021-01-20 10:00:00,70.85,97.38,4.87,27.93,16.91,69.72,7.88,1.63,6.6,9.36,,1.47,180.11274390508322,123.98,0.0,
2021-01-20 11:00:00,98.4,105.95,4.04,26.48,15.49,55.06,6.51,1.86,7.13,10.41,,1.57,180.11274390508322,152.61,0.0,
2021-01-20 12:00:00,101.45,111.2,5.23,25.34,15.85,51.02,3.43,1.65,7.31,11.78,,1.81,180.11274390508322,262.53,0.0,
2021-01-20 13:00:00,108.95,122.72,4.0,25.69,15.03,50.29,3.79,1.39,7.08,13.9,99.64,1.66,180.11274390508322,500.25,0.0,
2021-01-20 14:00:00,114.58,129.6,5.16,26.48,16.38,61.67,3.96,1.49,6.33,15.46,99.63,1.8,180.11274390508322,514.98,0.0,
2021-01-20 15:00:00,109.67,131.57,5.56,29.05,18.05,68.55,4.68,1.36,5.94,16.16,99.63,1.9,180.11274390508322,317.96,0.0,
2021-01-20 16:00:00,108.2,133.72,5.62,30.22,18.71,71.06,7.58,2.62,5.94,15.7,99.63,1.63,180.11274390508322,133.38,0.0,
2021-01-21 08:00:00,98.1,99.5,5.39,24.78,15.68,58.73,5.63,1.89,9.29,11.77,,1.38,180.11274390508322,,0.0,
2021-01-21 09:00:00,,,5.57,28.08,17.55,64.77,7.96,1.33,8.57,9.53,,1.47,180.11274390508322,125.52,0.0,
2021-01-21 10:00:00,,,3.3,30.22,16.84,57.98,8.75,1.86,14.97,10.91,,1.5,180.11274390508322,350.4,0.0,
2021-01-21 11:00:00,,,4.42,24.31,14.66,37.62,,1.64,,14.04,99.69,1.65,180.11274390508322,595.21,0.0,
2021-01-21 12:00:00,103.93,161.7,5.5,22.57,14.61,42.95,,1.65,46.47,16.53,98.8,1.91,180.11274390508322,649.22,0.0,
