From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2021-01-01 08:00:00,209.85,140.49608856510423,92.18,150.31,149.16,27.77503817202344,19.01,0.58,10.55,3.49,49.0,0.54,188.23,57.88,995.85,0.0,
2021-01-01 09:00:00,242.47,140.49608856510423,102.42,172.33,168.87,27.77503817202344,21.5,0.52,12.86,4.5,49.0,0.45,219.39,115.25,996.25,0.0,
2021-01-01 10:00:00,325.5,140.49608856510423,77.72,182.41,154.38,27.77503817202344,18.68,0.37,13.11,6.04,49.0,0.75,240.58,156.19,995.98,0.0,
2021-01-01 11:00:00,336.53,140.49608856510423,38.6,179.17,121.39,27.77503817202344,15.73,0.24,16.64,7.44,49.0,0.58,219.54,215.69,995.17,0.0,
2021-01-01 12:00:00,238.25,140.49608856510423,26.78,183.86,114.38,27.77503817202344,18.37,0.56,23.84,10.18,49.0,1.22,207.09,344.93,993.45,0.0,
2021-01-01 13:00:00,164.08,140.49608856510423,20.45,192.88,113.99,27.77503817202344,31.22,0.59,34.28,11.99,49.0,1.29,197.55,362.24,992.05,0.0,
2021-01-01 14:00:00,207.94,140.49608856510423,14.86,172.81,98.98,27.77503817202344,5.97,0.42,38.57,12.41,49.0,1.25,205.19,294.19,991.23,0.0,
2021-01-01 15:00:00,248.43,140.49608856510423,12.94,155.84,88.47,27.77503817202344,7.84,0.33,38.52,12.05,49.0,1.25,199.95,160.42,990.9,0.0,
2021-01-01 16:00:00,265.5,140.49608856510423,14.23,132.55,77.51,27.77503817202344,14.17,0.5,26.34,11.31,49.0,1.25,202.88,66.34,991.05,0.0,
2021-01-02 08:00:00,271.55,140.49608856510423,13.39,160.49,91.39,27.77503817202344,4.61,0.72,22.43,10.58,49.0,0.9,161.41,51.03,993.33,0.0,
2021-01-02 09:00:00,330.72,140.49608856510423,15.0,168.2,96.74,27.77503817202344,7.74,0.71,22.7,11.38,49.0,0.78,187.81,79.31,993.92,0.0,
2021-01-02 10:00:00,338.38,140.49608856510423,12.9,167.47,94.69,27.77503817202344,12.0,0.53,26.05,12.01,53.49,0.67,215.12,87.34,994.0,0.0,
2021-01-02 11:00:00,387.46,140.49608856510423,11.61,157.44,88.32,27.77503817202344,7.16,0.23,22.63,11.11,49.0,0.81,190.16,87.94,993.95,0.0,
2021-01-02 12:00:00,383.49,140.49608856510423,14.07,138.25,80.22,27.77503817202344,7.51,0.34,22.84,11.56,49.0,0.86,219.02,231.8,992.38,0.0,
2021-01-02 13:00:00,269.74,140.49608856510423,9.6,134.66,74.88,27.77503817202344,10.12,0.52,28.17,13.02,49.0,0.7,214.73,167.09,990.7,0.0,
2021-01-02 14:00:00,290.9,140.49608856510423,9.48,131.91,73.09,27.77503817202344,6.47,0.31,24.74,12.75,49.0,0.85,198.72,118.08,990.0,0.0,
2021-01-02 15:00:00,303.85,140.49608856510423,10.41,130.03,54.67,27.77503817202344,4.21,0.23,21.97,13.51,49.0,0.53,223.88,114.91,989.37,0.0,
2021-01-02 16:00:00,283.45,140.49608856510423,9.91,131.25,73.29,27.77503817202344,6.3,0.39,26.83,14.28,49.0,0.61,218.56,85.58,988.85,0.0,
2021-01-03 08:00:00,235.52,140.49608856510423,11.23,97.08,56.49,27.77503817202344,5.11,0.69,11.8,12.04,49.0,0.59,227.68,46.84,990.52,0.0,
2021-01-03 09:00:00,237.88,140.49608856510423,10.97,82.93,48.87,27.77503817202344,3.75,0.52,15.34,12.91,49.0,0.5,219.85,85.94,990.6,0.0,
2021-01-03 10:00:00,230.63,140.49608856510423,7.49,66.8,37.21,27.77503817202344,3.59,0.5,21.15,14.09,49.0,0.4,252.75,169.59,990.75,0.0,
2021-01-03 11:00:00,184.29,140.49608856510423,7.27,62.48,35.05,27.77503817202344,7.53,0.55,27.27,15.39,49.0,0.46,265.16,241.09,989.85,0.0,
2021-01-03 12:00:00,127.3,140.49608856510423,7.82,60.05,34.12,27.77503817202344,8.19,0.39,33.56,16.09,49.0,0.21,283.42,199.19,988.77,0.0,
2021-01-03 13:00:00,101.48,140.49608856510423,9.02,62.3,36.12,27.77503817202344,7.84,0.32,39.14,16.35,49.0,0.42,263.55,236.66,988.15,0.0,
2021-01-03 14:00:00,103.17,140.49608856510423,6.9,67.08,36.99,27.77503817202344,3.33,0.47,36.51,16.57,49.0,0.54,236.08,201.76,987.6,0.0,
2021-01-03 15:00:00,101.06,140.49608856510423,10.02,59.97,35.84,27.77503817202344,4.43,0.48,39.24,16.61,49.0,0.54,239.41,130.82,987.23,0.0,
2021-01-03 16:00:00,91.69,140.49608856510423,9.42,56.98,33.78,27.77503817202344,4.19,0.58,33.07,16.38,49.0,0.48,246.24,79.18,987.45,0.0,
2021-01-04 08:00:00,43.53,140.49608856510423,22.89,59.28,46.12,27.77503817202344,8.41,0.72,8.34,13.51,49.0,0.34,285.75,67.92,992.82,0.0,
2021-01-04 09:00:00,26.73,140.49608856510423,30.47,60.7,52.93,27.77503817202344,4.75,0.7,8.74,15.0,56.82,0.45,190.01,189.14,992.85,0.0,
2021-01-04 10:00:00,19.77,140.49608856510423,20.44,64.44,46.68,27.77503817202344,5.14,0.64,10.18,17.65,49.0,0.53,105.29,317.24,991.9,0.0,
2021-01-04 11:00:00,22.45,140.49608856510423,14.54,64.53,42.06,27.77503817202344,7.68,0.48,18.87,19.85,49.0,0.38,195.67,392.95,990.57,0.0,
2021-01-04 12:00:00,28.21,140.49608856510423,10.94,67.52,40.37,27.77503817202344,6.67,0.61,26.18,21.23,49.0,0.93,190.65,341.35,989.65,0.0,
2021-01-04 13:00:00,35.37,140.49608856510423,13.48,71.24,44.71,27.77503817202344,3.13,0.83,21.77,20.05,49.0,1.03,159.87,157.94,989.38,0.0,
2021-01-04 14:00:00,67.17,140.49608856510423,14.66,73.61,46.63,27.77503817202344,5.89,0.8,14.46,18.18,49.0,0.77,212.04,112.93,989.1,0.0,
2021-01-04 15:00:00,97.11,140.49608856510423,15.24,76.75,49.13,27.77503817202344,1.37,0.74,10.93,18.07,49.0,1.19,152.0,65.31,988.35,0.0,
2021-01-04 16:00:00,101.36,140.49608856510423,22.36,101.52,67.78,27.77503817202344,8.53,0.73,8.93,17.76,49.0,0.92,145.57,27.22,989.57,0.0,
2021-01-05 08:00:00,10.07,140.49608856510423,18.09,76.28,51.16,27.77503817202344,2.17,0.51,7.31,17.23,49.0,0.89,123.84,26.61,992.88,0.0,
2021-01-05 09:00:00,11.18,140.49608856510423,29.29,81.49,62.85,27.77503817202344,3.63,0.59,6.71,17.88,49.0,1.02,177.8,68.88,993.05,0.0,
2021-01-05 10:00:00,16.51,140.49608856510423,28.11,80.84,61.56,27.77503817202344,1.5,0.54,6.46,18.54,52.81,1.12,190.85,94.2,992.5,0.0,
2021-01-05 11:00:00,25.01,140.49608856510423,25.36,73.21,55.38,27.77503817202344,9.94,0.47,7.35,19.43,49.0,1.12,186.88,169.09,992.15,0.0,
2021-01-05 12:00:00,26.66,140.49608856510423,20.86,75.45,52.95,27.77503817202344,6.33,0.55,7.57,20.04,49.0,1.04,182.67,109.33,991.28,0.0,
2021-01-05 13:00:00,19.28,140.49608856510423,18.96,79.02,53.3,27.77503817202344,9.21,0.67,7.41,19.83,49.0,1.34,174.99,60.7,990.42,0.0,
2021-01-05 14:00:00,14.62,140.49608856510423,15.99,73.0,47.75,27.77503817202344,0.03,0.41,8.53,19.88,49.0,1.36,200.67,104.59,989.35,0.0,
2021-01-05 15:00:00,12.31,140.49608856510423,11.96,64.8,40.02,27.77503817202344,1.6,0.22,11.29,20.13,49.0,1.37,196.93,111.25,988.77,0.0,
2021-01-05 16:00:00,11.16,140.49608856510423,11.29,69.46,42.02,27.77503817202344,4.8,0.51,11.08,20.21,49.0,1.32,200.37,61.51,988.45,0.0,
2021-01-06 08:00:00,10.41,140.49608856510423,49.2,79.75,77.87,27.77503817202344,6.68,0.46,10.66,21.23,49.0,0.73,137.8,61.83,990.92,0.0,
2021-01-06 09:00:00,17.95,140.49608856510423,55.95,84.14,85.57,27.77503817202344,7.12,0.42,9.91,22.12,52.52,1.02,118.88,76.67,991.83,0.0,
2021-01-06 10:00:00,65.12,140.49608856510423,50.74,92.23,85.63,27.77503817202344,7.03,0.39,10.12,22.75,51.86,1.12,134.14,75.7,992.1,0.0,
2021-01-06 11:00:00,60.38,140.49608856510423,36.9,105.67,81.59,27.77503817202344,9.33,0.39,11.27,23.72,49.0,1.35,110.28,136.2,991.4,0.0,
2021-01-06 12:00:00,96.6,140.49608856510423,26.12,103.65,71.91,27.77503817202344,3.88,0.28,12.39,24.61,49.0,1.64,99.59,149.02,990.43,0.0,
2021-01-06 13:00:00,137.36,140.49608856510423,21.1,85.09,58.19,27.77503817202344,12.76,0.07,10.26,24.56,49.0,1.55,103.43,94.74,989.82,0.0,
2021-01-06 14:00:00,137.25,140.49608856510423,18.35,80.83,53.71,27.77503817202344,7.41,0.19,9.7,24.92,49.0,1.68,98.38,107.62,989.2,0.0,
2021-01-06 15:00:00,180.69,140.49608856510423,16.91,79.42,51.85,27.77503817202344,8.6,0.2,9.31,25.17,49.0,1.69,100.8,83.91,988.88,0.0,
2021-01-06 16:00:00,242.16,140.49608856510423,16.56,77.13,50.35,27.77503817202344,9.13,0.59,8.42,25.12,49.0,1.54,105.11,49.22,989.02,0.0,
2021-01-07 08:00:00,85.7,140.49608856510423,12.43,64.42,40.41,27.77503817202344,4.9,0.69,8.38,25.87,49.0,1.23,108.69,37.75,991.38,0.0,
2021-01-07 09:00:00,62.15,140.49608856510423,12.42,70.91,43.52,27.77503817202344,3.56,0.75,9.25,22.43,49.0,1.02,120.21,74.59,991.95,0.0,
2021-01-07 10:00:00,67.68,140.49608856510423,10.43,79.52,46.66,27.77503817202344,3.71,0.57,9.19,16.74,49.0,1.2,112.32,71.61,992.12,0.0,
2021-01-07 11:00:00,43.67,140.49608856510423,12.97,73.42,45.56,27.77503817202344,4.62,0.4,11.18,16.8,49.0,1.23,106.53,108.29,991.48,0.0,
2021-01-07 12:00:00,64.97,140.49608856510423,13.8,69.23,44.04,27.77503817202344,8.12,0.48,11.18,17.28,49.0,1.26,108.62,134.23,990.65,0.0,
2021-01-07 13:00:00,66.91,140.49608856510423,10.52,69.07,41.17,27.77503817202344,10.1,0.57,11.03,17.98,49.0,1.27,108.82,153.55,989.58,0.0,
2021-01-07 14:00:00,44.79,140.49608856510423,10.56,72.06,42.9,27.77503817202344,7.05,0.46,11.29,18.16,49.0,1.32,111.5,156.8,988.85,0.0,
2021-01-07 15:00:00,31.52,140.49608856510423,10.72,69.38,41.62,27.77503817202344,1.61,0.34,11.34,17.68,49.0,1.58,102.03,101.31,988.7,0.0,
2021-01-07 16:00:00,78.59,140.49608856510423,11.21,69.78,42.0,27.77503817202344,2.35,0.4,11.11,17.2,49.0,1.5,104.06,64.32,988.82,0.0,
2021-01-08 08:00:00,39.43,140.49608856510423,12.15,63.07,39.43,27.77503817202344,6.62,0.63,7.3,12.48,49.0,1.01,153.84,40.51,991.12,0.0,
2021-01-08 09:00:00,24.83,140.49608856510423,19.9,75.77,52.35,27.77503817202344,3.56,0.83,6.59,13.33,49.0,0.54,185.77,63.94,992.0,0.0,
2021-01-08 10:00:00,19.6,140.49608856510423,28.73,87.12,65.34,27.77503817202344,4.23,0.95,6.63,13.94,49.0,0.55,154.75,87.15,992.47,0.0,
2021-01-08 11:00:00,15.05,140.49608856510423,16.4,91.61,57.83,27.77503817202344,9.43,,9.62,14.69,49.0,1.11,139.37,141.31,992.08,0.0,
2021-01-08 12:00:00,,140.49608856510423,11.38,83.66,36.99,27.77503817202344,16.43,0.03,11.74,15.83,49.0,1.05,127.05,200.91,991.3,0.0,
2021-01-08 13:00:00,3.4,140.49608856510423,18.54,93.58,60.57,27.77503817202344,,0.58,9.78,17.42,49.0,1.01,175.7,211.74,989.35,0.0,
2021-01-08 14:00:00,3.55,140.49608856510423,20.6,89.31,59.99,27.77503817202344,4.13,0.38,10.01,18.41,49.0,0.72,148.78,199.47,989.17,0.0,
2021-01-08 15:00:00,7.05,140.49608856510423,,,,27.77503817202344,8.28,0.31,11.75,18.5,49.0,0.92,165.23,166.2,988.55,0.0,
2021-01-08 16:00:00,10.88,140.49608856510423,11.97,65.44,41.41,27.77503817202344,5.72,0.51,10.66,18.27,49.0,0.8,188.18,86.08,988.55,0.0,
2021-01-09 08:00:00,112.06,140.49608856510423,19.61,71.23,50.54,27.77503817202344,5.22,0.72,7.19,15.41,49.0,0.92,102.44,82.74,991.9,0.0,
